name,symbol,id,percentageChangeMtdUsd,percentageChangeYtdUsd,athTimestamp,percentageDownFromAth,breakevenMultiple,cycleLowTimestamp,percentageUpFromCycleLow,volatility30d,volatility90d,circulatingSupply,priceUsd,currentMarketcap
Power Ledger,POWR,b7ce46ea-b502-4009-8463-43f04fb0d0bd,-32.94560836,63.98992921,1515322800.0,91.63625078,11.95636041,1584061200.0,404.6497077,2.008733845,1.836972904,437385997.1,0.161171983,70325356.98
Alchemix,ALCX,ef68e774-7c0f-4b7b-8bad-990e22d00a0c,-23.9232805,-81.75952301,1617530400.0,91.09179979,11.2256121,1626829200.0,9.25355576,1.307674856,2.211904428,283672.9848,247.5848274,70233126.98
Dero,DERO,d473e4f8-664c-4ddf-b06f-0badd147e131,-9.759891565,917.9380669,1624561200.0,51.59282973,2.065809661,1626782400.0,14.71642954,1.719616469,2.653707802,10734680.0,6.493151144,69677846.01
district0x,DNT,feb06c76-7427-4c99-8315-7e38e3bae107,-14.73100252,139.6129207,1618815600.0,75.76047291,4.125493028,1626771600.0,12.59228635,1.201759715,1.645498812,600000000.0,0.11161698,66999203.49
Mainframe,MFT,98971932-4cab-4578-a101-eee210b4bb13,-14.70259002,141.3686062,1617408000.0,79.10869333,4.786680009,1624366800.0,43.47799721,1.483999896,1.646446512,10000000000.0,0.006637991,66324699.63
Hathor Network,HTR,c43b5b55-1c06-4cf6-b2b2-26358a207eb6,15.06797461,-19.89884536,1626022800.0,34.84641773,1.534835024,1626771600.0,20.8732203,1.921966217,1.794578812,180833876.0,0.36510311,66023010.95
Kleros,PNK,927359bd-92e1-4858-a8bc-190a315199de,-5.410117364,-7.060644562,1620658800.0,72.36773694,3.61895802,1626433200.0,23.16841939,1.318068221,1.70061236,611780019.6,0.107595069,65729942.14
DerivaDAO,DDX,2b6acd3b-7eaf-4234-9f55-84779a39e445,19.31755031,-43.77153097,1621375200.0,55.73382223,2.259061094,1626714000.0,71.47154257,1.580491092,2.384674165,26094663.78,2.461897708,64242392.95
cVault.finance,CORE,f898fbfd-15cf-4d6b-a89b-b4c4182ab5af,-1.308030649,111.3254779,1620792000.0,29.17663251,1.411963361,1624147200.0,98.3290245,0.65747372,2.224826036,10000.0,6392.554673,63925546.73
Polkastarter,POLS,7106354b-50ce-40af-b1b4-20e5908df89c,-15.37320997,-0.473129629,1613484000.0,87.71946943,8.142970649,1626771600.0,9.042907975,1.571729242,1.911129327,72202582.0,0.882446061,63639578.98
RSK Smart Bitcoin,RBTC,fe6b5806-8c2c-4d12-abca-3d7329369177,-4.939362768,11.29018025,1618318800.0,51.00477181,2.041015088,1624366800.0,8.279630171,0.731639651,0.943613253,2009.480125,31632.51739,63564915.02
IRISnet,IRIS,49b90519-badb-4759-a5a7-8551c669eae1,-19.02982566,54.52974431,1618236000.0,80.0447719,5.011218088,1624366800.0,13.42151712,1.324352438,2.000601534,1050797919.0,0.060201821,63099236.93
Energi,NRG,428957eb-eb31-46a9-971b-bb0536d5760b,1.668677493,15.80753257,1561485600.0,85.26132061,6.784868396,1602032400.0,94.08456038,0.986892629,1.125852393,42568078.8,1.475881078,62825422.04
MXC,MXC,a803e48e-8de2-479f-b386-5908af327621,-13.101986,125.2629861,1618120800.0,56.1284812,2.279383134,1621785600.0,21.95952271,1.324400689,1.412727373,2620988083.0,0.023757433,62225384.05
Molecular Future,MOF,8df10206-85f5-460c-b292-75827542c235,-0.399090137,366.7774406,1578301200.0,63.69703497,2.754595938,1592989200.0,1338.650066,0.285936393,0.67646137,85481224.8,0.727294574,62190862.62
TrustSwap,SWAP,2c49a7b7-75d5-40f4-843d-5fa5745c8f0c,-9.42952227,16.55588968,1614754800.0,86.22115771,7.257503777,1626771600.0,19.84592113,1.487650279,2.152055616,89064919.45,0.697426284,62116215.84
Secret Network,SCRT,3ac77d3e-4055-46b5-afa6-d2f66c62a4c8,-13.11301966,40.24917275,1613872800.0,82.7288626,5.790006627,1626771600.0,15.26130667,1.177795364,1.697865058,69703477.0,0.889086278,61972404.91
Handshake,HNS,ab552185-c1aa-4dd9-9442-f412886b7325,-32.48451308,45.22053822,1618059600.0,82.90289521,5.848943504,1626861600.0,8.094952774,1.272797536,1.809966575,406359403.4,0.1463726,59479882.6
Bytecoin,BCN,44b067a7-c0ff-44f3-b5ec-366e2f28a624,-22.49790217,147.9588136,1525766400.0,98.28913124,58.44983707,1604840400.0,163.1229539,0.717800214,1.242844167,184000000000.0,0.000313087,57628898.47
Sentinel Protocol,UPP,1bc9e39b-9eb6-4393-8f7f-dcc97b1ffa52,26.38066923,502.3721822,1617408000.0,64.35644725,2.805556469,1624312800.0,141.5747194,2.458872082,2.980884568,459429451.3,0.124881751,57374354.24
Troy Trade,TROY,8f678680-ca3b-4576-826a-f41542c7b97b,-19.75274049,151.7390642,1618646400.0,82.21243955,5.621906405,1626818400.0,14.35616416,1.268699584,1.840702071,8905660523.0,0.006388543,56869167.98
Frax Share,FXS,e630ea56-f739-4d31-93fa-0b4d8d157620,65.38918349,-76.1125408,1610809200.0,87.24858993,7.842269947,1624647600.0,135.7921666,1.723480792,1.69884913,16209404.7,3.467953226,56213457.32
Thunder Token,TT,3fc85ac9-27f6-42c2-9ed4-95b4d8b86107,4.12589348,48.55891434,1557439200.0,77.9967285,4.544778717,1584057600.0,206.2116702,1.406572688,1.612651351,7270505950.0,0.007707659,56032559.75
NEO GAS,GAS,cb927d19-8500-4cc5-936c-8477fda9fae9,-7.662669433,256.6795987,1516042800.0,93.95991503,16.55605847,1584061200.0,802.477813,2.264436346,2.348771404,10128375.11,5.530087204,56015358.86
Litentry,LIT,54230ffb-4b68-420a-b753-ed7889e9c1e1,7.246338765,-66.41354374,1620039600.0,75.62848964,4.10315153,1624366800.0,22.74738592,1.680023522,1.95109747,22816172.96,2.432687123,55470310.85
beefy.finance,BIFI,a96fb5de-4bb9-4b4f-b28f-ff789b89d8ab,-24.16436307,-64.21285234,1618520400.0,70.54442026,3.394942516,1621785600.0,80.32152959,0.942724584,1.957603924,72000.0,768.5165402,55333190.89
Tellor,TRB,4870878a-0472-44a7-b673-cb8da49be645,-14.58250971,76.57023514,1620615600.0,80.3376422,5.085860049,1626746400.0,13.16136867,1.456202808,2.234832622,1768131.306,31.2191145,55207617.27
CasperLabs,CSPR,d71c5836-98d1-411b-8eeb-f154dbb7f78f,-54.12388539,-95.25309349,1620799200.0,95.27221667,21.15156154,1626364800.0,20.90809819,1.973334848,2.737542312,905674154.0,0.060182117,54097914.78
Haven Protocol,XHV,5ff16308-205b-4c3a-95be-80802fa12d35,1.18682604,14.19090753,1618527600.0,89.03847981,9.122822225,1626789600.0,21.63725824,2.288377946,2.061335655,17322844.5,3.078357983,53325916.66
RedFOX Labs,RFOX,0f9d95eb-2bfb-4723-b93d-542560ecd0d0,-19.12753691,83.84526673,1617991200.0,88.84655811,8.965842199,1626782400.0,3.433799387,1.932593528,2.158704064,1312000760.0,0.040471221,53100234.29
Firo,FIRO,4593fe36-4515-4fba-8a49-bd31c9ddb924,-12.2914886,43.39469637,1514250000.0,97.623691,42.0820693,1584061200.0,96.6374006,1.006540599,2.021266959,12100979.96,4.348412051,52620047.1
Dvision Network,DVI,42da9689-d86b-40b6-a637-ed56c564edc9,-5.446592948,91.5773989,1617325200.0,74.42258383,3.909699062,1624316400.0,57.65693471,1.605870986,1.274847434,208096290.0,0.251024487,52237264.48
Akropolis,AKRO,7da6f555-9d3f-4005-a515-3a1960aeef0d,-0.167579048,72.3087155,1617260400.0,80.69641686,5.180385386,1624366800.0,20.99871351,1.465359052,1.913290198,3126730140.0,0.016665063,52051309.41
Celo Dollar,cUSD,d8ed36b9-3443-4487-90e2-e959cd824eb7,0.004384679,-0.835641506,1620039600.0,2.46780468,1.025302462,1621803600.0,3.049858345,0.051624476,0.083573503,51695398.97,1.003254535,51863643.43
AirToken,AIR,0f96f2bd-f4e8-41b0-8dbd-8d042bf3599b,-7.581544675,164.4257382,1573570800.0,99.82542248,572.8114292,1607760000.0,930.1029324,2.474326329,4.299279591,1050000000.0,0.049249677,51712161.18
Loom Network,LOOM,6104fc11-c09f-467b-bb70-f5017483f864,-15.23689264,69.50656199,1525399200.0,93.14047218,14.57826292,1584061200.0,519.5851271,1.645591129,1.633163793,1000000000.0,0.051692091,51694816.03
RAMP,RAMP,596d7c9b-bf1b-4b6d-a145-2044f75c76e0,-9.925595693,241.9388458,1616396400.0,85.67527023,6.98093448,1626832800.0,10.05173243,1.027491912,2.090795266,368054523.7,0.140425714,51684319.37
Sentinel,SENT,77e01837-b77a-445c-9af2-e8d9ee92ecf5,-45.28547,217.3154097,1616396400.0,62.55169465,2.670347805,1623744000.0,57.19416556,2.942036994,3.227182306,3432315258.0,0.015046337,51643773.23
The Open Application Network,AION,b2f944ed-cb50-4902-a571-4e1341104796,-21.27860467,51.56404943,1515337200.0,99.06660868,107.1362004,1584061200.0,139.9254974,1.441685443,2.064175592,493595458.0,0.103608629,51140748.66
Harvest Finance,FARM,30c4442f-1319-4628-97b6-bdaba24bf582,52.8813255,14.4881159,1613152800.0,80.33119054,5.084191811,1624370400.0,112.638957,2.470889682,1.901203902,591706.5027,85.686727,50701393.56
Sora,XOR,9894be49-97c0-4cde-a899-30858668f148,-32.33828173,37.78875581,1617703200.0,85.26930494,6.788545931,1626782400.0,35.74469691,1.596126648,2.397711828,345476.2402,145.8229116,50378351.26
DAD,DAD,defa1982-4fd3-4581-bb70-9018542eb706,-1.368053329,-6.377598304,1618797600.0,68.62988155,3.187746969,1624366800.0,125.9374029,4.508924624,2.984666717,364533968.0,0.136056802,49597325.74
SONM,SNM,f58d6b52-e782-475b-a52a-30aea97eba0f,-30.74049053,1457.899124,1619780400.0,89.46085439,9.488435186,1626800400.0,14.52722889,1.561629361,1.975427447,359600000.0,0.138001287,49515626.1
Poseidon Network,QQQ,3319cf6e-f05b-4d7b-b8ca-41bda0d2d9be,12.06006556,-41.33745057,1605146400.0,82.02991191,5.564802993,1614708000.0,52.22983949,1.565164179,1.580119423,2202875408.0,0.022442191,49437351.28
Steem Dollars,SBD,fb687f81-de43-4ce0-90a7-16c70996583d,-3.047801786,111.1316185,1512691200.0,64.14115318,2.788712099,1584061200.0,1024.575788,1.599686468,2.33065271,8232229.318,5.678044599,46742965.22
Crust,CRU,5f6d6879-afe4-4708-9228-89c4b15751da,-9.377121591,-72.94295575,1619510400.0,77.85707766,4.516115735,1624366800.0,19.25600725,1.424207212,1.88454616,1800883.28,25.83525506,46526278.87
Request Network,REQ,30a4eb01-66c7-4650-844a-21de78afb6bf,-12.25992018,58.30884228,1515218400.0,96.12291976,25.79260523,1584061200.0,857.8895548,1.083351272,1.53301447,999881815.6,0.045312435,45307079.93
DIA,DIA,c58d51ef-5cb8-4592-abe0-fb28d3174c7c,-4.042806258,-9.920834961,1620216000.0,80.3728003,5.094970322,1624366800.0,17.64107755,1.261872625,1.856255112,41430434.0,1.085603303,45056228.32
Stox,STOX,d53f3be0-cf6c-446c-bd8b-5cd5cabe3da0,14.65945559,9697.49342,1503655200.0,70.17598737,3.353002872,1604552400.0,34660.49343,1.84952294,1.594926143,50718991.61,0.884213757,44877518.8
PARSIQ,PRQ,1f34fd87-5598-40e7-ac78-7efd6bd28bdd,-42.07135124,-29.98189202,1618207200.0,85.02526928,6.67791641,1626786000.0,31.38758374,1.775334936,1.917840073,117823492.5,0.380463683,44827559.86
BTU Protocol,BTU,e90ff0a7-728a-48f0-ad51-d4bbebf9d70e,-7.014009592,-19.85860438,1619744400.0,45.00130112,1.818224831,1624406400.0,40.29977944,1.975392661,2.273612985,90514215.67,0.493300344,44650693.68
Ultiledger,ULT,998296d9-657b-48bb-b2d9-5145b4a885d4,-10.49017639,17.72061266,1620993600.0,72.35348314,3.617092182,1626699600.0,2.016115118,0.699964973,1.707963464,2836429509.0,0.015726564,44607291.08
HARD Protocol,HARD,0142f8bd-2c57-4812-8204-b95b873b4981,-14.15065089,23.92878014,1615982400.0,79.02298636,4.767122801,1621785600.0,32.87313614,1.207134507,2.511836777,73125000.0,0.60585018,44303059.93
CertiK,CTK,900ffd0c-ff82-440b-b892-5be33328a3f6,-17.44667604,11.90956304,1617735600.0,75.23313445,4.037652637,1624366800.0,27.0748541,1.531158964,1.796375898,45586033.48,0.972802021,44293183.79
Kadena,KDA,68221f51-660f-4bed-88e4-680165a9be0c,-21.19854422,127.1374083,1618045200.0,80.97748732,5.256929075,1626804000.0,0.849290959,1.141215747,1.426988547,132889545.3,0.327266253,43490263.62
bZx Network,bzrx,2b6c6063-1bec-4e70-bd10-e53e5c4807ac,-11.20866578,7.01449218,1598860800.0,89.29289026,9.339588591,1604566800.0,95.65277516,1.463050725,2.128068367,252987796.0,0.171635098,43445047.84
Atari,ATRI,0905b445-c501-47bf-b3ae-5860da8accf4,7.442383983,-87.17839899,1620637200.0,87.40179181,7.937636725,1626750000.0,26.11559063,2.937237847,2.522749363,755724740.0,0.057363777,43351225.8
Dego Finance,DEGO,fd7e0944-1cc1-49ef-adfc-caf71aa06ac0,11.83069552,830.8531082,1603677600.0,99.4092525,169.2770602,1606618800.0,958.1398411,1.375477639,1.944282595,8607383.0,5.02442354,43247137.76
SuperFarm,SUPER,1ae14641-7365-4be1-9bb9-c86ab07715b3,8.088979941,-80.71573947,1620543600.0,83.06251218,5.904063288,1624366800.0,49.94085424,2.406354586,2.837065338,101909750.0,0.421129323,42917183.99
Refereum,RFR,46f2989f-7eb3-49e4-a32f-5064d6f5b1dc,3.527317304,94.62938275,1617408000.0,80.03190688,5.007989465,1624348800.0,107.0679484,1.775167015,1.945780482,4999180100.0,0.008534751,42666757.8
Burger Swap,BURGER,c729e439-f6e0-4b96-a111-8a5bf5c66595,-7.149889844,-79.08123037,1620475200.0,83.39016905,6.020530871,1624366800.0,11.83962512,1.477717121,2.712204258,12709996.9,3.350037833,42592778.03
QuickSwap,QUICK,cf8c235e-3701-4908-ada9-b2a5e25007b8,-41.68613923,-51.77660339,1619762400.0,82.78861006,5.810106003,1626778800.0,32.30067696,1.236027173,3.873727694,159753.0,265.3761715,42394639.52
Groestlcoin,GRS,3e1f59f9-d7e8-4809-94d7-824894e4fc62,-12.20148047,43.59876849,1617973200.0,78.9171449,4.743190594,1624366800.0,62.97729068,1.725598054,1.841974722,78006528.89,0.541775616,42262035.21
LTO Network,LTO,cb43529e-f4a4-4f18-a348-116ad35c9351,-9.246030538,13.96994456,1617760800.0,83.3691322,6.012915332,1624366800.0,10.66405433,1.38696614,1.986190796,283771775.6,0.148559567,42150798.98
Dock,DOCK,18b987bb-2597-4288-a28e-08d7dbce2ee2,-31.37517702,263.5086757,1617512400.0,63.29225903,2.724221032,1621785600.0,87.18974001,1.7391222,2.498292469,690645623.1,0.061173696,42129311.92
Aavegotchi,GHST,85d6115b-8cac-4893-9dfb-a71f8adb5b28,10.89048169,87.62977021,1620057600.0,42.58475984,1.741697844,1624366800.0,16.57210457,0.623475533,0.843789283,38857713.34,1.079463083,41954555.0
Bella,BEL,f0643731-a81b-44d1-909b-ba552c2d8cb5,22.09442357,47.67736454,1617832800.0,76.71118355,4.293906487,1624370400.0,47.02194161,1.561275953,1.926523276,31500000.0,1.330556558,41912531.57
Rari Governance Token,RGT,8ae72660-600c-462c-9ac9-4914e4526e6e,-27.58658563,182.7535588,1618527600.0,82.7893462,5.810354515,1621785600.0,26.63871538,2.034868456,2.382084614,8738168.21,4.735542085,41379963.3
Empty Set Dollar,ESD,b2c95307-69c3-48b8-a79f-7825089a7beb,100.6543237,-88.94893753,1608246000.0,94.50657438,18.20357768,1621785600.0,238.528986,3.355696503,2.813515183,446012145.0,0.092445411,41231775.94
API3,API3,643e5272-a4d8-4f6e-874c-af9783ceb30a,9.40119812,64.48481924,1617220800.0,70.06738806,3.340837752,1624363200.0,89.83610084,1.987626518,2.181812256,13847549.0,2.895814431,40099932.23
Adex,ADX,093a5977-420b-4a3c-ac0e-622f4120f7b5,-3.485699741,-11.48952569,1515315600.0,91.36070331,11.5750163,1584061200.0,794.4121603,1.34615117,1.460040485,124126487.2,0.319383555,39424394.59
Elastos,ELA,4b8cd510-8c59-48fc-9fee-e87920bb8ddd,-4.998294269,37.39184299,1519434000.0,97.81631572,45.79416582,1584061200.0,132.678218,1.701594785,2.045932695,19379231.23,2.023706085,39217868.14
Rarible,RARI,d8fa5841-fe19-447e-b0d0-54142d8e57bd,-23.92188199,343.6257094,1617678000.0,81.41427686,5.380473993,1624366800.0,91.52615507,3.781009528,3.003692814,4461771.054,8.751270445,39046165.16
Lido DAO,LDO,753f204a-8cdd-4169-bdd3-aeced7443e65,-1.010476467,10.72619945,1620514800.0,69.87921166,3.319966227,1624366800.0,29.50374038,4.844112715,4.044089465,24539272.69,1.569345327,38510592.93
Mithril,MITH,0113af6e-44fb-42da-917d-4728c3cae398,5.199238925,190.710099,1519549200.0,99.52901705,212.3219111,1584061200.0,1483.999193,1.669565752,2.328832237,1000000000.0,0.038152604,38077600.15
Waltonchain,WTC,847dd46a-a000-4c9d-bea0-12e7e182a52e,-10.06507354,74.11749269,1517119200.0,98.90742676,91.52704451,1584352800.0,234.3571338,1.429316974,1.799237813,77392622.28,0.490659872,38023548.94
Whale,WHALE,fd70fe24-50d7-4772-9cef-86b14a691701,-18.3613366,63.24493038,1615662000.0,88.15750766,8.444168437,1626786000.0,34.32254262,1.255345051,1.440191298,6075702.551,6.191340335,37616742.26
V Systems,VSYS,339a6b8c-b8db-49d0-8c2e-694a03e289bf,-12.69257912,28.58984805,1564354800.0,94.05208807,16.81262284,1609261200.0,36.65686615,1.142774526,1.572365721,2327454153.0,0.016103662,37429588.86
Bluzelle,BLZ,afe1f448-a4c9-495c-9675-2abd4a520712,-9.008016114,91.9668329,1518022800.0,86.41023967,7.358481501,1584061200.0,1604.937799,1.38518002,2.157569707,296132540.4,0.125367221,37120356.31
ReddCoin,RDD,12fffaab-119a-4660-823b-32d02028f7d5,-23.97150541,8.466125876,1515322800.0,96.00834939,25.05229282,1584352800.0,215.0076629,2.751304291,2.30417127,28808713174.0,0.001266334,36509220.48
Dusk Network,DUSK,e11439ef-c873-4de8-b4ee-0c705ed4fa15,-12.0582642,124.1818605,1617969600.0,78.02674107,4.550986284,1624366800.0,12.30728193,1.168417531,1.64325966,370663705.9,0.098032776,36337192.12
CargoX,CXO,65d911c7-7fb0-4a30-aaa5-1bbee5f4e24c,-24.36883628,2439.526887,1623243600.0,59.31666216,2.45800874,1626793200.0,11.37304461,1.488858067,2.356670133,166845647.3,0.210489679,35119286.73
Beam,BEAM,2150225f-b2f2-4b59-bc68-001aa8ae4666,-8.25855307,37.59172613,1618351200.0,80.74735105,5.194090448,1626786000.0,6.932971677,1.308100916,1.827944509,92758960.0,0.374278235,34713451.34
Verasity,VRA,8bb7ecc2-ed43-4974-9f92-8bd48dc9fbb8,-21.7148413,1522.72264,1618632000.0,83.70278882,6.136019158,1626753600.0,20.29387637,1.185850393,2.052667964,3949319103.0,0.00855167,33773273.45
xDai,STAKE,aa02553b-3c48-4e5f-929a-b9bbd6d1122c,-22.337658,-31.46385854,1617804000.0,99.94592778,1849.378428,1626778800.0,10.1922586,1.367430476,1.585507697,5931969.2,5.686727174,33733490.44
Eidoo,EDO,31580949-5cc3-4104-b804-45f3276d3da0,-19.49978095,62.10855113,1515333600.0,91.49269663,11.75460609,1584061200.0,918.8768616,1.252827833,2.615178222,57334954.77,0.586220808,33610943.49
Aergo,AERGO,67a3996b-923a-41d1-ab52-fcb99190e138,-30.62357826,203.5471774,1618020000.0,75.62747057,4.102979968,1624366800.0,86.58110281,2.118277626,1.796377354,264019889.6,0.126967638,33521981.65
MANTRA DAO,OM,c3931583-6d4f-4700-8efe-8341ebbc166e,1.661224264,73.17702725,1615842000.0,87.16885142,7.793534565,1624366800.0,22.4921814,1.569629713,2.082983867,318907763.3,0.10477726,33364536.32
NULS,NULS,6d7c69d0-059c-414d-b17c-00133ae6c892,-12.1368829,57.83037935,1515618000.0,95.99555912,24.97227526,1584061200.0,228.7006243,0.904026256,1.388323538,99620739.31,0.33207474,33133264.27
CoinEx Token,CET,a3955ff5-1565-4216-ad4f-4b9e45d194e1,-20.30820635,409.7890276,1620817200.0,67.77216665,3.10290794,1624366800.0,16.98831454,1.141673775,1.525257504,708633582.2,0.04667815,33038266.64
Aeternity,AE,19077966-3f42-4687-a5c7-dc71a27fd766,-25.32137672,9.203615103,1524978000.0,98.23620132,56.69581282,1584061200.0,50.34128991,2.683486989,3.057025531,340494247.5,0.095847351,32608484.89
Metronome,MET,4aea50b1-12cd-4150-b8ad-5e195e59fdbd,-9.840734997,107.3381286,1620777600.0,57.76951044,2.367957394,1626825600.0,6.741955068,0.905808872,1.205422853,11942624.41,2.714030273,32412644.19
BlockV,VEE,493890b6-8589-4f0b-8181-1f2bc1682886,-19.23521162,455.0170858,1518822000.0,92.66056056,13.62501875,1584435600.0,3437.206191,2.167488682,2.587332237,3301394753.0,0.0097895,32319003.93
Hegic,HEGIC,9b57675c-f3ad-4114-96ad-976ca0697e84,-20.62861273,-52.65738953,1613235600.0,90.94376716,11.04211892,1626786000.0,10.47023393,1.085617825,1.578529393,565759614.2,0.056802202,32136392.01
DigixDAO,DGD,684dc6a0-d4ae-4b1f-9ae6-1631c6adc559,-8.825689346,166.4960499,1620788400.0,55.47486624,2.245922506,1626771600.0,12.05695362,0.967249098,1.327918566,85219.35183,372.5661173,31749843.03
PIVX,PIVX,8ae48b80-4b3a-48e4-9a2c-61f8e485a90a,-8.073261187,53.99602028,1515621600.0,96.51586447,28.70152415,1584061200.0,217.1994801,1.219457783,1.573007849,65180591.91,0.484908743,31602059.21
Cudos,CUDOS,31407781-a037-4fa7-a44e-76d4d2c73ef9,-9.352794243,-71.79368905,1610913600.0,78.88933294,4.736941742,1626480000.0,37.1314994,1.914263123,2.135304037,1203291829.0,0.025378657,30537930.7
Dragonchain,DRGN,0a1fd7cb-3995-466e-923e-cdc443f42516,-16.44411755,56.83466113,1617588000.0,78.11771136,4.569905903,1626804000.0,12.3195259,1.156984479,1.810191563,370374090.0,0.081762147,30282580.89
Terra Virtua Kolect,TVK,7e4cd51a-a27c-48bc-bfde-884a4fd315e3,42.93887818,-65.42701507,1615860000.0,88.78347752,8.915419215,1624694400.0,74.92345269,2.468830048,2.278298929,219201959.0,0.133575547,29280021.58
Saffron,SFI,710e6db5-214d-435d-b8a0-406ec0d8892b,-1.38572437,51.46841686,1613800800.0,90.56255224,10.59608514,1624370400.0,32.55378595,1.43673976,2.336949728,90919.16124,315.940635,28725057.54
PowerPool,CVP,44f1e653-ddbf-4769-a42f-521998c55c25,10.51856175,-50.98383341,1603677600.0,99.9152198,1179.52063,1624694400.0,25.14039509,2.240512103,2.047566964,32735119.9,0.876838764,28703422.07
NFTX,NFTX,6506086b-a669-48c1-bfd2-649925f55f2b,8.341710351,42.20850376,1613412000.0,87.29300386,7.869680518,1624370400.0,94.82201219,2.543306103,2.5341263,469256.8511,61.12398373,28515382.88
GXChain,GXC,b5c73b34-a660-481f-865f-dfa7ed9ab2e4,-5.631610228,38.90819187,1515283200.0,96.49536921,28.53367614,1584061200.0,113.0550022,1.22061301,2.008104506,70000000.0,0.407672907,28510428.41
Videocoin,VID,0c24a442-b4bc-452c-9e3e-2da5e6499db5,-18.65292178,-49.02912739,1621382400.0,56.00862796,2.273173019,1624716000.0,29.38352341,3.759553387,2.806120099,153289646.1,0.185228702,28393642.19
Huobi Pool Token,HPT,7cd1f209-b239-416f-824a-8b53f115d770,0.920780987,21.62396109,1614456000.0,80.89336757,5.233784676,1624640400.0,29.42868465,1.294076933,1.503234917,6290428121.0,0.004507935,28353166.21
WaykiChain,WICC,2a04a24a-4dfe-45ba-8cf2-a67e8840e6c3,-25.9364819,-16.92357082,1525629600.0,94.96880434,19.87599107,1544151600.0,42.02328051,1.229214223,1.779996108,210000000.0,0.131924602,27744236.36
Moss Coin,MOC,ec73b01a-5931-48e5-8b9a-81ba9df5b8a4,3.930452188,253.3153432,1616893200.0,77.08872908,4.364664027,1624042800.0,105.3421988,4.400746044,3.34776095,367194688.8,0.075526764,27733026.64
RAI Finance,RAI,ad9f1a4a-b5d3-41e0-92af-f30f73c805dc,-25.35514492,-45.23565822,1623715200.0,49.60807314,1.984444855,1626832800.0,4.579701531,0.720612803,0.748729238,48602731.0,0.570096751,27716966.3
Nexus,NXS,1ad8a1a3-40a1-47d5-b538-69995216f862,-25.53723366,90.50803,1515222000.0,97.47308771,39.57398928,1584061200.0,367.383802,1.272038823,1.640081447,71092384.66,0.388569207,27624311.5
REVV,REVV,ee79e7e6-140c-4920-bdc4-a7da16e7a554,50.41977879,69.94182217,1617141600.0,84.8012014,6.579467407,1624370400.0,82.05898962,2.355898132,2.196817603,278270642.3,0.096998971,26991965.87
Safe,SAFE,d483c9ff-a779-4114-9ce2-ec6b145e0007,175.6032211,537.2642236,1552960800.0,71.26296087,3.479829622,1600282800.0,737.6764654,1.897242939,2.477887413,20835499.35,1.285124741,26775928.44
Decentral Games,DG,7b98978b-69de-43db-abd9-65a3d9c6056e,-7.917620932,-68.11122407,1620630000.0,71.56357767,3.516616783,1626760800.0,15.41935013,1.360713506,1.869571046,282842.6856,94.60552613,26758481.09
Shopping.io,SPI,efde21a2-b852-46e1-a6dd-69068cf968dc,-9.240884688,-78.82892103,1620831600.0,79.2519017,4.819718826,1624640400.0,29.6936759,1.745908039,2.421834531,934720.9787,28.62360504,26755084.12
Vertcoin,VTC,081b9e75-af9a-4fa9-bbf3-d1eaa3a9c90f,-23.32538461,175.9898634,1391598000.0,95.9273186,24.55384801,1430906400.0,7884.108011,1.585780811,1.737087609,60974847.0,0.431970416,26339330.02
Perlin,PERL,218296ef-262e-4131-9435-44abf47f782b,-16.79106243,121.3900322,1617631200.0,80.5736904,5.147658101,1621785600.0,34.58005956,1.433327129,2.137768248,490938908.1,0.053663074,26290687.15
DSLA,DSLA,4f9495fb-ef75-485c-8704-d34b8b74087f,-24.10593311,-77.6160436,1618732800.0,81.00688059,5.265064565,1626829200.0,15.96628544,1.025721463,1.685151717,6589451951.0,0.003944922,25994875.43
All Sports,SOC,21c9523d-f854-45d7-ba48-934aed5b6c0d,-13.83499836,561.2653759,1525564800.0,94.42627816,17.94133309,1584072000.0,807.5919672,1.52464394,3.119162721,1500000000.0,0.016717467,25038419.81
Unifi Protocol DAO,UNFI,da314f23-fe08-46aa-abff-609130f93b3b,-3.540137221,-78.07281626,1620255600.0,77.93955501,4.53300013,1626771600.0,20.39350728,1.805017051,2.156420448,4159090.91,5.971152098,24782102.59
Cashaa,CAS,7064440f-7d54-44f1-b178-376a66ce82b1,36.84712834,91.87847549,1517695200.0,93.39849222,15.14805456,1558112400.0,538.8620776,2.628399247,2.76879,813980875.1,0.030085621,24489120.2
Bridge Mutual Coin,BMI,4d0e564c-215d-4d9f-8a23-2090325e970c,-25.07636146,-83.15138995,1612346400.0,91.34931574,11.5597792,1626807600.0,10.13973209,1.183750164,1.668653607,52615203.5,0.463796112,24402726.81
Fusion,FSN,f7c45341-856c-4dba-a880-db0e5f5108b7,-1.448098623,122.0785448,1529056800.0,92.69953479,13.69775721,1584057600.0,269.3348289,1.828083922,2.786848782,69162540.48,0.349689499,24188363.81
BAO token,BAO,02b7ac1a-f706-4362-a291-b76e510d691e,55.15351173,1398.752539,1612375200.0,76.3751194,4.232825626,1624636800.0,99.36550848,0.954842667,1.246566996,34066471176.0,0.000709343,24164811.59
VSP,VSP,de7dd1a2-6019-4e93-b5a1-003c8505dffd,-32.52265315,-79.48898034,1616778000.0,93.05346833,14.39567323,1626829200.0,14.27341589,1.433756356,1.799069985,4362631.721,5.515747996,24063177.17
