id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1y_in_currency,price_change_percentage_200d_in_currency,price_change_percentage_30d_in_currency
persistence,xprt,Persistence,https://assets.coingecko.com/coins/images/14582/large/512_Light.png?1617149658,7.7,238966962,166,3106522912.0,1362065.0,7.82,7.18,0.421056,5.78251,12546015.0,5.54101,31024194.622314,108892436.103424,403308352.0,16.59,-53.7526,2021-05-15T07:34:28.920Z,2.37,224.04034,2021-04-18T04:29:44.015Z,,2021-07-10T04:34:33.398Z,,,-30.844519338270192
olympus,ohm,Olympus,https://assets.coingecko.com/coins/images/14483/large/olympus.png?1616466814,401.68,233128045,167,281282156.0,4033357.0,401.93,376.03,24.92,6.6133,18535923.0,8.63775,580379.964738749,700261.214897817,700261.214897817,1415.26,-71.6314,2021-04-25T00:00:00.000Z,162.79,146.6312,2021-05-23T22:25:07.703Z,,2021-07-10T04:29:48.272Z,,,65.14904722747771
band-protocol,band,Band Protocol,https://assets.coingecko.com/coins/images/9545/large/Band_token_blue_violet_token.png?1625881431,6.58,231603004,168,658115998.0,41435194.0,6.79,6.07,0.308155,4.91139,10111400.0,4.56514,35191821.0,100000000.0,100000000.0,22.83,-71.3698,2021-04-15T12:04:11.270Z,0.203625,3109.84834,2019-11-25T05:49:22.765Z,"{'times': 12.916371310733705, 'currency': 'usd', 'percentage': 1291.6371310733707}",2021-07-10T04:38:41.394Z,288.0243239153908,5.85696610892626,-15.314581783701783
frax,frax,Frax,https://assets.coingecko.com/coins/images/13422/large/frax_logo.png?1608476506,1.0,230593146,169,230593146.0,7445871.0,1.01,0.9970589999999999,-0.003086656976,-0.30675,5107452.0,2.26509,229865372.29737,229865372.29737,229865372.29737,1.1400000000000001,-12.37796,2021-02-07T12:55:35.766Z,0.952044,4.96229,2021-05-19T13:13:57.891Z,,2021-07-10T04:32:35.993Z,,2.880243266257403,-0.006478377846321001
vethor-token,vtho,VeThor Token,https://assets.coingecko.com/coins/images/5230/large/vethor-token.png?1548760043,0.00613419,230449418,170,,11258530.0,0.00619617,0.00587774,0.00017163,2.87848,6331222.0,2.8249500000000003,37491006445.0,,,0.04671227,-86.84923,2018-08-29T02:40:46.956Z,0.00015238,3931.50902,2020-03-16T10:14:24.544Z,,2021-07-10T04:39:29.351Z,571.5694531061122,765.5266001203913,-29.63815044289574
alpha-finance,alpha,Alpha Finance,https://assets.coingecko.com/coins/images/12738/large/AlphaToken_256x256.png?1617160876,0.8021300000000001,229865580,171,804910558.0,60943435.0,0.804929,0.701145,0.066191,8.99412,18964253.0,8.992,285579035.0,1000000000.0,1000000000.0,2.93,-72.93309,2021-02-05T16:37:55.153Z,0.026357560000000002,2905.70918,2020-11-03T04:33:55.723Z,,2021-07-10T04:39:27.574Z,,282.258619909668,10.02272793571006
unibright,ubt,Unibright,https://assets.coingecko.com/coins/images/2707/large/UnibrightLogo_colorful_500x500_preview.png?1547036916,1.51,226317233,172,,2177527.0,1.54,1.35,0.122488,8.82446,18111613.0,8.69891,150000000.0,150000000.0,,2.35,-36.05154,2021-04-06T03:20:02.479Z,0.00793962,18792.15965,2019-11-25T04:52:44.873Z,"{'times': 9.789519104967358, 'currency': 'usd', 'percentage': 978.9519104967358}",2021-07-10T04:33:49.665Z,409.83974298603033,232.48306603452136,34.678468592131885
alchemix-usd,alusd,Alchemix USD,https://assets.coingecko.com/coins/images/14114/large/Alchemix_USD.png?1614410406,1.0,223290520,173,,2160773.0,1.02,0.9947689999999999,-0.000841692292,-0.08374000000000001,970120.0,0.43636,222325454.345516,222325454.345516,,2.13,-52.88721,2021-03-21T19:53:32.860Z,0.060238999999999994,1563.78792,2021-03-19T22:40:28.697Z,,2021-07-10T04:34:35.385Z,,,-0.140036212632659
feg-token,feg,FEG Token,https://assets.coingecko.com/coins/images/13878/large/fav200.png?1619597015,5.318e-09,222486386,174,,2048203.0,5.971e-09,5.118000000000001e-09,-5.9e-10,-9.99227,-24823358.336094677,-10.03736,4.183369205741435e+16,1e+17,,4.4111000000000004e-08,-88.0078,2021-05-13T07:53:38.377Z,8e-12,65470.17428,2021-02-12T09:35:04.295Z,,2021-07-10T04:30:44.065Z,,,-33.90672303160082
mina-protocol,mina,Mina Protocol,https://assets.coingecko.com/coins/images/15628/large/JM4_vQ34_400x400.png?1621394004,1.28,219723398,175,,5810582.0,1.32,1.24,0.0177488,1.40604,3661903.0,1.6948400000000001,171649460.840039,836576092.840039,,9.09,-85.90391,2021-06-01T01:42:37.064Z,1.1,16.58092,2021-06-22T12:59:18.112Z,,2021-07-10T04:35:21.436Z,,,-58.38721350312608
dent,dent,Dent,https://assets.coingecko.com/coins/images/1152/large/gLCEA2G.png?1604543239,0.00230208,219503614,176,,9066329.0,0.00234356,0.00221455,4.2000000000000004e-05,1.85852,3387805.0,1.56759,95654960452.73587,100000000000.0,,0.10060000000000001,-97.736,2018-01-09T00:00:00.000Z,7.065000000000001e-05,3123.78676,2020-03-13T02:29:09.754Z,"{'times': 3.295023327033472, 'currency': 'eth', 'percentage': 329.5023327033472}",2021-07-10T04:38:42.122Z,987.945692215551,912.7171071472993,-38.69163848050346
origin-protocol,ogn,Origin Protocol,https://assets.coingecko.com/coins/images/3296/large/op.jpg?1547037878,0.685403,216722287,177,685814222.0,46624907.0,0.694797,0.625039,0.02377791,3.5938600000000003,6910619.0,3.29372,316007280.0,1000000000.0,1000000000.0,3.35,-79.59595,2021-04-08T08:34:23.319Z,0.10335599999999999,561.78024,2020-01-30T16:40:02.103Z,"{'times': 4.024947888978654, 'currency': 'usd', 'percentage': 402.4947888978654}",2021-07-10T04:39:44.562Z,100.46759641213131,366.7255103977484,-20.024446818583936
iexec-rlc,rlc,iExec RLC,https://assets.coingecko.com/coins/images/646/large/pL1VuXm.png?1604543202,2.98,212000906,178,,23644049.0,3.15,2.86,-0.033384447179,-1.10729,-3112741.8313006163,-1.44702,71332547.07841186,86999784.0,,15.51,-80.85507,2021-05-10T17:59:51.557Z,0.15381499999999998,1830.57482,2018-12-15T00:00:00.000Z,,2021-07-10T04:39:26.640Z,213.78962185706095,231.9784561089954,-28.21695275646873
akash-network,akt,Akash Network,https://assets.coingecko.com/coins/images/12785/large/akash-logo.png?1615447676,3.16,210715716,179,1229298723.0,1804720.0,3.27,3.06,0.101862,3.32661,7787763.0,3.8377,66599984.097024,131800000.0,388539008.0,8.07,-60.54435,2021-04-06T18:59:48.484Z,0.333077,856.54355,2020-10-23T07:54:44.286Z,,2021-07-10T04:32:32.173Z,,237.06378328398134,-3.681433199138061
energy-web-token,ewt,Energy Web Token,https://assets.coingecko.com/coins/images/10886/large/R9gQTJV__400x400.png?1585604557,5.36,210287784,180,535945742.0,609484.0,5.55,5.23,-0.061191777997,-1.12955,-1134497.0768581033,-0.5366000000000001,39236767.4416917,63561089.6779481,100000000.0,22.67,-76.25445,2021-04-17T03:10:00.960Z,0.543628,890.35524,2020-04-03T00:00:00.000Z,,2021-07-10T04:34:54.000Z,-11.644872345348439,-11.04316690623619,-32.1395030211369
conflux-token,cfx,Conflux,https://assets.coingecko.com/coins/images/13079/large/iXocdNMF_400x400.png?1604974835,0.24343,207485718,181,,2193209.0,0.250651,0.240054,0.00337558,1.40617,3719591.0,1.82542,852874099.147771,5127835297.14934,,1.7000000000000002,-85.65491,2021-03-27T03:43:35.178Z,0.07682599999999999,217.58544,2020-11-10T02:36:41.248Z,,2021-07-10T04:39:34.591Z,,80.04765999667065,-31.209582441114254
wax,waxp,WAX,https://assets.coingecko.com/coins/images/1372/large/WAX_Coin_Tickers_P_512px.png?1602812260,0.13194,205846827,182,497551874.0,7357198.0,0.135069,0.12238399999999999,0.00733795,5.8891100000000005,11281936.0,5.7985500000000005,1559847361.30274,3770303327.0,3770303327.0,2.77,-95.24354,2018-01-09T00:00:00.000Z,0.01594711,726.69205,2019-12-30T16:39:58.981Z,"{'times': -0.5876872774084321, 'currency': 'usd', 'percentage': -58.76872774084328}",2021-07-10T04:39:58.024Z,144.5028272628221,209.72239195542977,-11.703948666749392
prometeus,prom,Prometeus,https://assets.coingecko.com/coins/images/8825/large/G2LY-Dg_.png?1591698270,12.48,204680858,183,248852167.0,4031338.0,12.76,11.98,0.235146,1.91979,3474440.0,1.7268,16449996.0,20000000.0,20000000.0,105.94,-88.28734,2021-04-30T01:09:49.503Z,0.08874699999999999,13881.3324,2019-11-08T13:37:42.508Z,"{'times': 11.48372220330582, 'currency': 'usd', 'percentage': 1148.372220330582}",2021-07-10T04:40:06.293Z,816.1744059872138,408.2731619396302,-20.533214357243157
everipedia,iq,Everipedia,https://assets.coingecko.com/coins/images/5010/large/everipedia.png?1561614871,0.01260195,204299688,184,,13845667.0,0.01273631,0.01133816,0.00074819,6.31182,-16558553.305463284,-7.49737,0.0,100000000000.0,,0.072382,-82.69117,2018-07-16T07:35:38.970Z,0.00063047,1887.15354,2020-03-13T02:29:15.457Z,,2021-07-10T04:40:00.658Z,636.5440212215624,387.0044666978924,-10.49781452416277
injective-protocol,inj,Injective Protocol,https://assets.coingecko.com/coins/images/12882/large/Injective_Icon.png?1613669548,6.95,201672847,185,695690171.0,15378150.0,7.1,6.65,-0.08169775810299999,-1.16167,-2112201.0889104903,-1.03648,28988888.33,100000000.0,100000000.0,24.89,-72.07993,2021-04-30T00:33:02.969Z,0.657401,957.08253,2020-11-03T16:19:30.576Z,,2021-07-10T04:38:55.489Z,,104.4697751504359,-25.634885292973674
venus,xvs,Venus,https://assets.coingecko.com/coins/images/12677/large/venus.png?1618319812,19.32,199845840,186,579453794.0,13365599.0,19.81,18.53,0.328433,1.7294900000000002,2850921.0,1.44721,10346597.538671687,30000000.0,30000000.0,146.82,-86.84902,2021-05-10T03:04:27.466Z,1.65,1067.54087,2020-10-06T05:02:54.510Z,,2021-07-10T04:39:25.379Z,,363.0596249118632,-28.57228560733806
fetch-ai,fet,Fetch.ai,https://assets.coingecko.com/coins/images/5681/large/Fetch.jpg?1572098136,0.290215,199461406,187,,19566345.0,0.290245,0.265961,0.02415791,9.07998,16545528.0,9.04543,688117804.9994855,1152997575.0,,0.865185,-66.77359,2021-03-31T12:24:24.314Z,0.008169590000000001,3418.77855,2020-03-13T02:24:18.347Z,"{'times': 2.347343291443992, 'currency': 'usd', 'percentage': 234.7343291443992}",2021-07-10T04:37:52.141Z,722.7061133283405,441.6321364879966,-7.6758219113052935
audius,audio,Audius,https://assets.coingecko.com/coins/images/12913/large/AudiusCoinLogo_2x.png?1603425727,0.847447,197396774,188,880973212.0,12596921.0,0.867255,0.794739,0.03020859,3.69642,6987146.0,3.66953,232408438.12667823,1037228743.79249,1037228743.79249,4.95,-82.86435,2021-03-27T15:45:35.137Z,0.0437371,1841.22284,2020-10-23T14:56:23.999Z,,2021-07-10T04:39:11.241Z,,396.855989031195,-19.882530779909395
tokamak-network,ton,Tokamak Network,https://assets.coingecko.com/coins/images/12260/large/D919x5-s_400x400.png?1598568068,5.27,196907439,189,,6767806.0,5.41,4.97,0.086223,1.66268,5664070.0,2.96171,37436058.468319885,50000000.0,,30.51,-82.77701,2021-04-02T17:44:40.065Z,1.34,292.82545,2020-09-11T20:29:43.246Z,,2021-07-10T04:36:49.836Z,,103.21962829004856,-27.80140065879725
orchid-protocol,oxt,Orchid Protocol,https://assets.coingecko.com/coins/images/3916/large/download_%285%29.png?1576624060,0.327758,194009522,190,,41615351.0,0.350693,0.318444,-0.016520469204,-4.79858,-12664073.595210493,-6.12757,591544728.9516798,1000000000.0,,1.03,-68.05175,2021-04-05T12:20:25.133Z,0.107974,203.50808,2020-03-13T02:24:30.976Z,,2021-07-10T04:39:23.956Z,93.57963264254559,22.390020990455035,-6.012908457627185
singularitynet,agix,SingularityNET,https://assets.coingecko.com/coins/images/2138/large/singularitynet.png?1548609559,0.227741,191481261,191,191481261.0,1538355.0,0.23875000000000002,0.206149,0.01927335,9.24526,-251602509.98752397,-56.78441,0.0,1000000000.0,1000000000.0,0.9502300000000001,-76.15697,2018-01-28T00:00:00.000Z,0.00747159,2932.33473,2020-03-13T02:24:16.528Z,"{'times': 1.277407042852005, 'currency': 'usd', 'percentage': 127.7407042852005}",2021-07-10T04:32:51.019Z,1078.2109716533594,395.38686561607483,3.457130529500343
reef-finance,reef,Reef Finance,https://assets.coingecko.com/coins/images/13504/large/Group_10572.png?1610534130,0.01508581,191071770,192,301692252.0,10680344.0,0.01543113,0.01446748,0.00029735,2.0107,2419151.0,1.28233,12666667338.0,15934019762.0,20000000000.0,0.057460000000000004,-73.77039,2021-03-15T04:19:41.758Z,0.00668142,125.57259,2021-01-13T05:58:48.590Z,,2021-07-10T04:38:33.038Z,,,-34.44318881228119
ocean-protocol,ocean,Ocean Protocol,https://assets.coingecko.com/coins/images/3687/large/ocean-protocol-logo.jpg?1547038686,0.43601799999999996,188960680,193,,11542545.0,0.447432,0.41529000000000005,0.00551757,1.28166,1970102.0,1.05358,434026836.76781356,613099141.0,,1.9300000000000002,-77.57478,2021-04-10T09:24:58.915Z,0.01284832,3268.53087,2019-08-11T00:00:00.000Z,"{'times': 2.633487483267131, 'currency': 'usd', 'percentage': 263.34874832671306}",2021-07-10T04:37:02.325Z,325.5084967420804,11.207134867411655,-27.41248201522225
uquid-coin,uqc,Uquid Coin,https://assets.coingecko.com/coins/images/1341/large/uquid-coin.png?1548759712,18.43,184077511,194,,4810689.0,18.59,17.82,0.339782,1.87839,3126021.0,1.72755,10000000.0,40000000.0,,34.02,-45.9897,2021-05-08T22:28:47.890Z,0.02606502,70403.85534,2019-07-24T00:00:00.000Z,"{'times': 10.51803544940305, 'currency': 'usd', 'percentage': 1051.803544940305}",2021-07-10T04:40:07.682Z,1039.307469689506,568.8958626463833,-21.37635639548117
tomochain,tomo,TomoChain,https://assets.coingecko.com/coins/images/3416/large/Asset_59_2x.png?1582948925,2.2,183748415,195,,19260298.0,2.2800000000000002,2.1,-0.018026245188,-0.81144,225333.0,0.12278000000000001,83460762.5,100000000.0,,3.61,-39.29753,2021-04-10T15:39:45.110Z,0.139955,1466.97416,2020-03-13T02:24:15.954Z,"{'times': 7.813985437102432, 'currency': 'usd', 'percentage': 781.3985437102432}",2021-07-10T04:34:05.410Z,243.2034059608609,193.47924674685396,40.60500587316736
numeraire,nmr,Numeraire,https://assets.coingecko.com/coins/images/752/large/numeraire.png?1592538976,31.75,182963669,196,349710783.0,12168518.0,33.62,30.52,0.478649,1.53079,3032003.0,1.6850900000000002,5755042.3377559,10972021.0181287,11000000.0,93.15,-65.95393,2021-05-16T10:29:06.362Z,2.06,1436.36173,2018-11-27T00:00:00.000Z,,2021-07-10T04:39:49.136Z,59.06074756044378,24.362662491917124,-30.74251361921873
raydium,ray,Raydium,https://assets.coingecko.com/coins/images/13928/large/PSigc4ie_400x400.jpg?1612875614,3.3,182034939,197,1830620200.0,5726961.0,3.34,3.24,-0.0027991177739999998,-0.08478000000000001,-161733.87318760157,-0.08877,55188613.589302,555000000.0,555000000.0,16.13,-79.62178,2021-05-03T07:39:14.614Z,2.75,19.43599,2021-06-22T14:19:23.181Z,,2021-07-10T04:35:47.818Z,,,-30.632417415813368
anchor-protocol,anc,Anchor Protocol,https://assets.coingecko.com/coins/images/14420/large/anchor_protocol_logo.jpg?1615965420,2.13,181255451,198,2129428618.0,3452529.0,2.15,2.11,-0.014610854236,-0.6810900000000001,-601932.3159023523,-0.33099,85119289.394591,1000000000.0,1000000000.0,8.23,-74.12516,2021-03-19T08:34:07.726Z,2.11,1.12645,2021-07-09T19:36:15.055Z,,2021-07-10T04:35:32.345Z,,,-26.457039506265662
storm,stmx,StormX,https://assets.coingecko.com/coins/images/1369/large/StormX.png?1603113002,0.0190152,179559135,199,,12338492.0,0.019333760000000002,0.01730249,0.00079757,4.37801,10154883.0,5.99447,9293310496.239725,10000000000.0,,0.16503199999999998,-88.33457,2018-01-05T00:00:00.000Z,0.0005766500000000001,3238.54922,2020-03-13T02:24:13.443Z,"{'times': 0.901519674805052, 'currency': 'usd', 'percentage': 90.1519674805052}",2021-07-10T04:40:01.128Z,704.8686414505385,629.6374185721271,-18.834308283445267
iotex,iotx,IoTeX,https://assets.coingecko.com/coins/images/3334/large/iotex-logo.png?1547037941,0.01861999,176960140,200,,11726884.0,0.0199662,0.0170972,0.00122632,7.0504,11326896.0,6.83854,9516641824.30788,,,0.08284899999999999,-77.68801,2018-06-01T08:24:46.753Z,0.00121576,1420.46413,2020-03-13T02:29:47.597Z,,2021-07-10T04:39:26.506Z,229.57844581396446,157.3100869127084,-33.8404630425543
metadium,meta,Metadium,https://assets.coingecko.com/coins/images/5247/large/META_Logo_black.png?1548833790,0.10733899999999999,175806560,201,,15048355.0,0.110772,0.103693,-0.002243514651,-2.04733,-5265152.021373391,-2.90777,1637752385.0,2000000000.0,,0.452667,-76.46824,2021-04-01T01:24:04.623Z,0.00295026,3510.54513,2020-03-13T02:24:18.338Z,"{'times': -0.575766343118299, 'currency': 'eth', 'percentage': -57.576634311829956}",2021-07-10T04:37:34.205Z,1364.174853396327,1042.672733514418,7.955087362625263
zkswap,zks,ZKSwap,https://assets.coingecko.com/coins/images/13585/large/ZKSwap_logo-light.872a149.png?1622541728,0.773341,172832197,202,773471456.0,4707489.0,0.780389,0.750562,0.01423421,1.87513,3839917.0,2.27224,223450000.0,1000000000.0,1000000000.0,11.24,-93.1367,2021-02-25T01:17:44.288Z,0.233233,230.87023,2021-01-07T07:00:22.051Z,,2021-07-10T04:38:40.992Z,,,0.451989953483228
ampleforth-governance-token,forth,Ampleforth Governance Token,https://assets.coingecko.com/coins/images/14917/large/photo_2021-04-22_00.00.03.jpeg?1619020835,20.04,171589315,205,300847973.0,39004283.0,20.06,17.76,1.6,8.69343,10762039.0,6.69168,8554654.563271275,14998897.1445593,14998897.1445593,180.47,-89.09406,2021-04-21T16:13:43.320Z,9.69,103.19317,2021-06-26T08:25:01.088Z,,2021-07-10T04:40:00.716Z,,,12.994813423838522
nominex,nmx,Nominex,https://assets.coingecko.com/coins/images/14424/large/NMX_c_200px.png?1616385215,5.98,170486972,203,1187123816.0,6159664.0,7.34,5.24,-1.363778141253,-18.56814,-43099097.62145543,-20.1788,28722694.2243876,28722694.2243876,200000000.0,8.03,-26.12417,2021-04-12T13:00:21.224Z,1.34,342.97217,2021-03-17T14:18:53.032Z,,2021-07-10T04:37:25.908Z,,,22.587494457825922
alchemix,alcx,Alchemix,https://assets.coingecko.com/coins/images/14113/large/Alchemix.png?1614409874,342.86,170013855,204,820472722.0,1515952.0,355.68,336.73,-4.87662731206,-1.4024100000000002,-2444860.7514504194,-1.41765,495876.7594380774,1253027.67140552,2393060.0,2066.2,-83.4904,2021-03-20T19:33:19.740Z,255.02,33.76485,2021-06-22T14:14:43.038Z,,2021-07-10T04:32:55.342Z,,,-53.158643907098515
swipe,sxp,Swipe,https://assets.coingecko.com/coins/images/9368/large/swipe.png?1566792311,1.9500000000000002,168100687,206,555135331.0,79112052.0,1.99,1.8900000000000001,0.03866887,2.02385,2601678.0,1.5720200000000002,86412603.739135,285368788.739135,285368788.739135,5.79,-66.55637,2021-05-03T15:29:39.372Z,0.161303,1100.4578,2020-03-18T13:24:48.021Z,,2021-07-10T04:40:05.173Z,242.83461754470238,127.28373220457037,-3.7574787942393053
ethlend,lend,Aave [OLD],https://assets.coingecko.com/coins/images/1365/large/ethlend.png?1547394586,3.03,167886626,207,3936809663.0,22552.0,3.08,2.88,0.04232726,1.41753,2343828.0,1.41584,55438952.66177108,1299999941.70317,1299999941.70317,6.6,-54.12811,2021-05-18T12:05:49.816Z,0.00329759,91734.12371,2019-08-18T00:00:00.000Z,"{'times': 150.41576305916104, 'currency': 'usd', 'percentage': 15041.576305916105}",2021-07-10T03:54:07.645Z,1519.907738114111,271.4837516577373,-11.058344837679106
civic,cvc,Civic,https://assets.coingecko.com/coins/images/788/large/civic.png?1547034556,0.248607,166334114,208,,14215588.0,0.254106,0.232458,0.0058032,2.39008,3088635.0,1.89202,670000000.0,1000000000.0,,1.35,-81.67191,2018-01-03T00:00:00.000Z,0.01102541,2142.05854,2020-03-13T02:15:34.328Z,"{'times': 1.486065182288491, 'currency': 'usd', 'percentage': 148.6065182288491}",2021-07-10T04:38:34.261Z,805.2596765232039,176.63941904304554,-16.286440435487652
celer-network,celr,Celer Network,https://assets.coingecko.com/coins/images/4379/large/Celr.png?1554705437,0.02934435,165393546,209,,28875906.0,0.02971812,0.02703631,0.00114665,4.06646,5870510.0,3.68004,5645454935.82688,10000000000.0,,0.10271000000000001,-71.60735,2021-03-28T05:09:09.379Z,0.00095575,2951.23689,2020-03-13T02:24:17.287Z,"{'times': 3.379753382436895, 'currency': 'usd', 'percentage': 337.9753382436896}",2021-07-10T04:38:40.653Z,557.4070117651529,447.538126160038,-25.297660206418794
evolution-finance,evn,Evolution Finance,https://assets.coingecko.com/coins/images/13932/large/Frame_63_2.png?1612936435,551.8,165216977,210,,18652.35,563.56,536.28,-3.246810856818,-0.5849700000000001,-972150.3663159311,-0.5849700000000001,299417.0,299417.0,,795.27,-30.61561,2021-05-16T11:29:01.818Z,50.45,993.71144,2021-02-15T04:47:08.363Z,,2021-07-10T04:12:46.773Z,,,39.880544445341364
funfair,fun,FUNToken,https://assets.coingecko.com/coins/images/761/large/funfair.png?1592404368,0.01581885,164680454,211,,2353277.0,0.01596233,0.015485810000000001,6.078000000000001e-05,0.38568,406337.0,0.24735000000000001,10418879189.265394,10999873621.0,,0.19106599999999999,-91.75938,2018-01-08T00:00:00.000Z,0.00105506,1392.33055,2020-03-13T02:22:42.216Z,,2021-07-10T04:39:28.108Z,310.34163215403754,297.2023442806005,-35.26983040294284
ardor,ardr,Ardor,https://assets.coingecko.com/coins/images/525/large/Ardor_Vertical_1.png?1606797362,0.164815,164238753,212,,11628507.0,0.16825299999999999,0.161844,5.6630000000000005e-05,0.034370000000000005,-1551245.6525287628,-0.9356700000000001,998999495.0,998999495.0,,2.04,-91.95388,2018-01-13T00:00:00.000Z,0.008745,1780.26101,2016-12-06T00:00:00.000Z,,2021-07-10T04:40:10.128Z,213.43938248987376,137.7978964740628,-19.35881697633185
orbs,orbs,Orbs,https://assets.coingecko.com/coins/images/4630/large/Orbs.jpg?1547039896,0.071708,162765902,213,,8419206.0,0.073071,0.068664,0.00026006,0.36398,222084.0,0.13663,2270501419.784467,10000000000.0,,0.36044299999999996,-80.13458,2021-03-16T10:14:34.928Z,0.00469039,1426.60031,2019-12-20T09:02:40.254Z,,2021-07-10T04:39:59.632Z,344.5927980758931,427.0453905784728,-8.445206680597703
cartesi,ctsi,Cartesi,https://assets.coingecko.com/coins/images/11038/large/cartesi.png?1592288021,0.426363,162213083,214,426984383.0,7004884.0,0.42703599999999997,0.40374899999999997,0.01129821,2.72204,4480366.0,2.8404800000000003,379904018.0,1000000000.0,1000000000.0,1.74,-75.61403,2021-05-09T00:43:41.306Z,0.02670608,1492.64711,2020-05-10T04:49:27.744Z,,2021-07-10T04:39:41.064Z,899.6884459020972,720.308156924861,-31.805116177756155
rocket-pool,rpl,Rocket Pool,https://assets.coingecko.com/coins/images/2090/large/rocket.png?1563781948,10.04,162206079,215,180599082.0,374035.0,10.38,9.7,0.107038,1.07803,2075382.0,1.2960500000000001,16166801.0,18000000.0,18000000.0,25.32,-60.38159,2021-05-12T13:54:57.204Z,0.00884718,113299.53222,2018-08-28T00:00:00.000Z,,2021-07-10T04:33:31.428Z,388.8919028934394,312.11445125205984,-23.63158161025149
kirobo,kiro,Kirobo,https://assets.coingecko.com/coins/images/12688/large/QmScxyKBwqbGJZmp38EwaoRpXbzPkq3tvuMjeuJE1YLZeG.png?1601672684,0.541575,161617471,216,,335647.0,0.565765,0.523378,-0.002723655691,-0.5004000000000001,-812796.3408094347,-0.5004000000000001,298421105.0,2200000000.0,,0.683398,-17.29457,2021-07-06T17:58:57.518Z,0.00078788,71637.33394,2020-12-21T11:04:43.868Z,,2021-07-10T04:24:56.061Z,,67593.76676937955,35.291772459776425
stratis,strax,Stratis,https://assets.coingecko.com/coins/images/531/large/stratis.png?1547034209,1.62,159611862,217,,10862268.0,1.6600000000000001,1.5,0.051075999999999996,3.26132,2420867.0,1.5400800000000001,100074480.170045,128057426.0,,22.77,-92.91223,2018-01-08T00:00:00.000Z,0.0114071,14045.02003,2016-08-12T00:00:00.000Z,,2021-07-10T04:40:06.969Z,175.5855993655364,199.90513530882959,6.674695818564529
serum,srm,Serum,https://assets.coingecko.com/coins/images/11970/large/serum-logo.png?1597121577,3.15,157680404,218,31536080892.0,33817363.0,3.25,3.06,-0.018312118526999998,-0.5776800000000001,-1407637.8601572216,-0.88482,50000000.0,161000001.0,10000000000.0,12.98,-75.7993,2021-05-03T11:01:05.410Z,0.109876,2759.73177,2020-08-11T13:32:04.611Z,,2021-07-10T04:40:03.608Z,,194.05474134305123,-29.65271154506396
polymath-network,poly,Polymath Network,https://assets.coingecko.com/coins/images/2784/large/inKkF01.png?1605007034,0.185251,157492963,219,,4783509.0,0.190027,0.174032,0.00562027,3.1288,5103201.0,3.34878,849172153.857055,1000000000.0,,1.5899999999999999,-88.3715,2018-02-20T00:00:00.000Z,0.01100606,1581.83339,2020-03-13T02:22:30.088Z,,2021-07-10T04:40:02.481Z,344.4451962259387,158.47282021032004,-19.9976359106988
seur,seur,sEUR,https://assets.coingecko.com/coins/images/13637/large/sEUR.png?1610609277,1.2,156762959,220,156762959.0,160988.0,1.22,1.18,-0.00471486291,-0.39294,-780033.5781804621,-0.49512000000000006,131161955.775994,131161955.775994,131161955.775994,1.3900000000000001,-14.25369,2021-02-10T13:46:59.249Z,1.11,7.21368,2021-05-19T13:34:00.388Z,,2021-07-10T04:30:54.695Z,,,-2.7889267702934992
kyber-network-crystal,knc,Kyber Network Crystal,https://assets.coingecko.com/coins/images/14899/large/RwdVsGcw_400x400.jpg?1618923851,1.52,156506874,221,343876639.0,5981935.0,1.56,1.46,0.02669769,1.78594,2909523.0,1.89425,102858262.55383256,169505938.268401,226000000.0,2.93,-48.15836,2021-04-22T10:10:23.299Z,1.11,36.97799,2021-06-22T14:01:23.365Z,,2021-07-10T04:34:18.884Z,,,-26.85209076310103
ampleforth,ampl,Ampleforth,https://assets.coingecko.com/coins/images/4708/large/Ampleforth.png?1561684250,0.984918,155283607,222,173733886.0,2508861.0,0.9874989999999999,0.922422,0.04639527,4.94343,5395867.0,3.59994,157698641.398719,176435866.688194,176435866.688194,4.07,-75.83419,2020-07-12T20:49:38.893Z,0.15586899999999998,530.47111,2019-10-31T23:34:28.705Z,,2021-07-10T04:37:07.828Z,-65.08542244784226,21.045015394563336,9.713476332259061
tether-gold,xaut,Tether Gold,https://assets.coingecko.com/coins/images/10481/large/tether-gold.png?1579946148,1811.77,154678793,223,,50782.0,1823.03,1789.45,8.12,0.45028,443406.0,0.28749,85417.331,85417.331,,2096.29,-13.65882,2021-05-19T12:57:30.922Z,1447.84,25.01131,2020-03-19T13:45:41.821Z,,2021-07-10T04:37:13.046Z,0.9160917558994031,-5.972468693580611,-4.307577584371675
orion-protocol,orn,Orion Protocol,https://assets.coingecko.com/coins/images/11841/large/orion_logo.png?1594943318,5.34,154272772,224,532250379.0,2721316.0,5.37,5.18,0.063993,1.21373,1104601.0,0.7211700000000001,28985000.0,100000000.0,100000000.0,29.25,-81.91554,2021-03-22T14:45:01.502Z,0.5431429999999999,873.85558,2020-07-16T14:24:05.394Z,,2021-07-10T04:39:18.912Z,,130.16466728287165,-35.47039180048323
