,index,id,symbol,name,image,index,symbol,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,last_updated,price_change_percentage_1y_in_currency,price_change_percentage_200d_in_currency,price_change_percentage_30d_in_currency
118,117,titanswap,titan,TitanSwap,https://assets.coingecko.com/coins/images/12606/large/nqGlQzdz_400x400.png?1601019805,117,titan,4.45,445379273,118,,1123499.0,4.6,4.29,-0.114485803518,-2.5061,-11448580.3517987,-2.5061,100000000.0,10000000000.0,,8.55,-47.92527,2021-05-12T21:40:04.630Z,0.193159,2205.76734,2020-10-06T15:48:36.784Z,2021-07-02T01:15:10.257Z,,590.344470014961,34.2479559084106
119,118,ecomi,omi,ECOMI,https://assets.coingecko.com/coins/images/4428/large/ECOMI.png?1557928886,118,omi,0.0022858,445303342,119,,2822098.0,0.0023258,0.00218175,8.457e-05,3.84172,17550112.0,4.10286,194523361485.295,750000000000.0,,0.01343572,-82.96182,2021-03-19T17:20:53.999Z,3.37e-06,67809.65642,2019-11-04T10:52:42.729Z,2021-07-02T01:24:00.267Z,6372.73719833239,8075.10738070283,-12.5174223500233
120,119,livepeer,lpt,Livepeer,https://assets.coingecko.com/coins/images/7137/large/logo-circle-green.png?1619593365,119,lpt,18.48,440352625,120,440352625.0,7869790.0,19.52,18.15,-0.952462268938,-4.90127,-17380696.2355527,-3.79712,23827936.1641394,23827936.1641394,23827936.1641394,45.44,-59.33752,2021-05-11T00:24:44.019Z,0.354051,5119.2372,2019-10-26T22:59:09.500Z,2021-07-02T01:23:14.645Z,731.807180595941,1167.30246263021,-26.2413602098484
121,120,ton-crystal,ton,TON Crystal,https://assets.coingecko.com/coins/images/12783/large/96667603_115652523474502_6550262491509686272_n.png?1602885498,178,ton,5.25,193497454,179,,12716509.0,5.51,5.0,-0.135053935004,-2.50977,-4495548.25400504,-2.27056,36884280.6906485,50000000.0,,30.51,-82.80582,2021-04-02T17:44:40.065Z,1.34,292.16818,2020-09-11T20:29:43.246Z,2021-07-02T01:21:17.309Z,,115.754119788389,-31.9444965826855
122,120,ton-crystal,ton,TON Crystal,https://assets.coingecko.com/coins/images/12783/large/96667603_115652523474502_6550262491509686272_n.png?1602885498,120,ton,0.683803,420131355,121,,5983081.0,0.713577,0.678682,-0.029774442558,-4.17256,-17910653.9980534,-4.0888,614404042.0,5030574731.0,,2.56,-73.31399,2020-10-13T21:23:14.299Z,0.167648,307.87956,2020-12-27T23:18:24.412Z,2021-07-02T01:18:54.465Z,,-60.6500191002218,77.0245801786891
123,121,pirate-chain,arrr,Pirate Chain,https://assets.coingecko.com/coins/images/6905/large/Pirate_Chain.png?1560913844,121,arrr,2.25,413799161,122,,1740096.0,2.53,2.25,-0.246982072653,-9.87294,-45388965.7820041,-9.88461,183533646.51193,200000000.0,,16.76,-86.54813,2021-04-23T18:13:27.423Z,0.00797788,28160.92344,2020-11-26T02:10:52.806Z,2021-07-02T01:20:39.767Z,8326.62862544752,1190.91252552803,-52.792037361753
124,122,1inch,1inch,1inch,https://assets.coingecko.com/coins/images/13469/large/1inch-token.png?1608803028,122,1inch,2.39,413075988,123,3585434492.0,36953768.0,2.51,2.32,-0.119716314237,-4.77012,-20165616.7086201,-4.65459,172814196.945698,1500000000.0,1500000000.0,7.84,-69.46768,2021-05-08T20:50:09.884Z,0.767785,211.599,2020-12-29T16:38:53.144Z,2021-07-02T01:24:38.647Z,,,-23.3147359262728
125,123,celo,celo,Celo,https://assets.coingecko.com/coins/images/11090/large/icon-celo-CELO-color-500.png?1592293590,123,celo,3.24,407996426,124,3243954573.0,68933507.0,3.54,2.82,0.186953,6.11558,22744895.0,5.90391,125771313.0,1000000000.0,1000000000.0,7.32,-55.68562,2021-05-18T08:28:14.261Z,0.800156,305.41543,2020-05-22T04:15:27.736Z,2021-07-02T01:22:13.443Z,75.8180352276077,90.9619153324681,-5.02680474912267
126,124,neutrino,usdn,Neutrino USD,https://assets.coingecko.com/coins/images/10117/large/78GWcZu.png?1600845716,124,usdn,1.0,401836226,125,,23677523.0,1.01,0.988276,-0.005032554892,-0.50055,5414530.0,1.36585,401444888.020013,401442555.442962,,2.52,-60.29071,2021-03-17T18:34:56.998Z,0.793625,26.12696,2020-03-13T03:39:36.364Z,2021-07-02T01:24:37.691Z,0.278894602408873,0.05878835878054,0.34077699427841
127,125,bitcoin-diamond,bcd,Bitcoin Diamond,https://assets.coingecko.com/coins/images/1254/large/bitcoin-diamond.png?1547035280,125,bcd,2.05,385233398,126,,3983403.0,2.1,1.96,-0.042104606818,-2.01507,-7377354.11569893,-1.87905,188156897.953024,210000000.0,,147.18,-98.60846,2018-01-13T00:00:00.000Z,0.260892,685.02564,2020-03-13T02:22:31.096Z,2021-07-02T01:24:43.633Z,173.818582569494,297.163823499949,-23.851549634741
128,126,renbtc,renbtc,renBTC,https://assets.coingecko.com/coins/images/11370/large/renBTC.png?1589985711,126,renbtc,33646.0,369890910,128,369890910.0,19573484.0,35016.0,32525.0,-1290.32914449507,-3.69336,-5814252.00173324,-1.54756,10993.55282111,10993.55282111,10993.55282111,64594.0,-47.80342,2021-04-14T11:52:35.016Z,8877.48,279.78955,2020-06-27T19:54:44.712Z,2021-07-02T01:23:59.368Z,265.983513291221,75.490810919083,-8.47971870987596
129,127,lisk,lsk,Lisk,https://assets.coingecko.com/coins/images/385/large/Lisk_Symbol_-_Blue.png?1573444104,127,lsk,2.56,368706455,127,,25890953.0,2.77,2.4,-0.170076859089,-6.22688,-17505259.0195698,-4.53256,144390398.0,,,34.92,-92.68759,2018-01-07T00:00:00.000Z,0.101672,2411.79573,2017-03-01T00:00:00.000Z,2021-07-02T01:21:25.785Z,121.072604215284,103.311430900649,-28.600961758366
130,128,fei-protocol,fei,Fei Protocol,https://assets.coingecko.com/coins/images/14570/large/ZqsF51Re_400x400.png?1617082206,128,fei,1.0,362757689,129,364042081.0,37436654.0,1.01,0.988749,-0.008230334142,-0.81315,-3221541.76480997,-0.88025,361747543.76495,363028359.534513,363028359.534513,1.11,-9.3989,2021-05-19T17:09:49.508Z,0.669435,49.96358,2021-04-18T03:44:09.238Z,2021-07-02T01:23:59.743Z,,,0.357043462329153
131,129,verge,xvg,Verge,https://assets.coingecko.com/coins/images/203/large/verge-symbol-color_logo.png?1561543281,129,xvg,0.02200526,362293487,130,,9619364.0,0.02303518,0.02104008,-0.000899276137,-3.92619,-12685213.7001335,-3.38292,16456958844.4592,16555000000.0,,0.261874,-91.59343,2017-12-24T00:00:00.000Z,2.23e-06,985075.39624,2015-02-06T00:00:00.000Z,2021-07-02T01:23:55.464Z,192.434024621679,213.733855839019,-15.1974414562766
132,130,hbtc-token,hbc,HBTC Captain Token,https://assets.coingecko.com/coins/images/12387/large/hbtc.jpg?1599529861,130,hbc,18.21,350297471,131,,638406.0,21.22,17.28,-2.806024744852,-13.34885,-53964278.1385024,-13.34885,19231576.0,21000000.0,,34.49,-47.18749,2021-05-20T09:24:46.590Z,2.43,648.12013,2020-10-08T13:04:39.089Z,2021-07-02T01:15:12.456Z,,419.394860916413,-27.1956259946395
133,131,axie-infinity,axs,Axie Infinity,https://assets.coingecko.com/coins/images/13029/large/axie_infinity_logo.png?1604471082,131,axs,6.16,340370281,133,1663046677.0,51200326.0,6.15,5.27,0.552967,9.86302,32133351.0,10.42489,55260010.0,270000000.0,270000000.0,11.88,-48.24123,2021-04-05T13:44:29.591Z,0.123718,4871.52129,2020-11-06T08:05:43.662Z,2021-07-02T01:24:14.938Z,,907.448869143391,31.2002016542386
134,132,ultra,uos,Ultra,https://assets.coingecko.com/coins/images/4480/large/Ultra.png?1563356418,132,uos,0.419741,339412489,132,,1263105.0,0.434529,0.403535,0.00157046,0.37556,1752976.0,0.51916,808624081.3083,1000000000.0,,0.732169,-42.65911,2021-03-29T12:14:19.299Z,0.02137354,1864.26227,2019-09-02T00:00:00.000Z,2021-07-02T01:22:14.852Z,834.522770139023,224.640293155032,46.9285433598394
135,133,perpetual-protocol,perp,Perpetual Protocol,https://assets.coingecko.com/coins/images/12381/large/token_2000x2000.png?1615791204,133,perp,7.65,330694800,134,1146751326.0,47245601.0,8.52,7.23,-0.699927930087,-8.38746,-25268137.4612574,-7.09853,43256300.5138643,150000000.0,150000000.0,16.14,-52.58932,2021-03-19T06:54:21.268Z,0.669544,1042.60756,2020-11-19T05:18:13.592Z,2021-07-02T01:23:50.212Z,,409.152693474922,-13.9417682152429
136,134,maidsafecoin,maid,MaidSafeCoin,https://assets.coingecko.com/coins/images/80/large/maidsafecoin.png?1547033750,134,maid,0.729221,330010753,135,,1021758.0,0.732657,0.656242,0.0388903,5.63358,19116388.0,6.14884,452552412.0,452552412.0,,1.37,-46.92882,2021-04-12T14:04:59.247Z,0.011107,6465.41882,2014-05-22T00:00:00.000Z,2021-07-02T01:19:18.176Z,651.990880793638,165.396580177159,4.89080053467243
137,135,nervos-network,ckb,Nervos Network,https://assets.coingecko.com/coins/images/9566/large/Nervos_White.png?1608280856,135,ckb,0.01219616,327887320,136,,13293035.0,0.01255169,0.01179593,-0.000292717098,-2.34382,-7508777.74374193,-2.23878,26884465803.3665,,,0.04370633,-72.0954,2021-03-31T17:08:59.155Z,0.00248711,390.37104,2020-03-13T02:22:31.662Z,2021-07-02T01:23:08.870Z,174.578223369008,181.903213990527,-13.4689336551347
138,136,loopring,lrc,Loopring,https://assets.coingecko.com/coins/images/913/large/LRC.png?1572852344,136,lrc,0.251434,313510170,138,345848343.0,20043119.0,0.270018,0.24582,-0.016780109625,-6.25623,-19617576.7468907,-5.88891,1245991468.94246,1373873440.44246,1374513896.0,2.4,-89.53432,2018-01-09T00:00:00.000Z,0.01963893,1181.20521,2019-12-18T13:14:41.553Z,2021-07-02T01:24:39.935Z,217.300827965522,41.858789918962,-32.9643325209568
139,137,klever,klv,Klever,https://assets.coingecko.com/coins/images/12240/large/Klever_Logo_200x200.png?1598441556,137,klv,0.057536,313416352,137,,1462057.0,0.062704,0.056089,-0.004967093237,-7.94693,-26545722.7850549,-7.80844,5447285750.46665,10000000000.0,,0.166705,-65.47528,2021-03-11T07:40:08.275Z,0.00338913,1598.20324,2020-12-29T16:24:38.986Z,2021-07-02T01:24:08.847Z,,1091.57104721206,-7.37457840136966
140,138,reserve-rights-token,rsr,Reserve Rights Token,https://assets.coingecko.com/coins/images/8365/large/Reserve_Rights.png?1557737411,138,rsr,0.02368425,311734566,139,2369199038.0,49065981.0,0.02421224,0.0223126,-0.000442497775,-1.83405,-5310817.63150722,-1.6751,13157804000.0,100000000000.0,100000000000.0,0.117424,-79.82347,2021-04-16T17:45:02.062Z,0.00121354,1852.30089,2020-03-16T11:09:08.151Z,2021-07-02T01:23:48.226Z,233.859409489944,25.6051484805215,-36.4058911355255
141,139,republic-protocol,ren,REN,https://assets.coingecko.com/coins/images/3139/large/REN.png?1589985807,139,ren,0.352031,310239583,140,352083663.0,27908924.0,0.372966,0.346698,-0.019888457498,-5.34752,-13950516.2337887,-4.30319,881153018.754912,1000000000.0,1000000000.0,1.8,-80.43114,2021-02-20T00:17:32.664Z,0.01548,2175.26036,2019-02-25T00:00:00.000Z,2021-07-02T01:24:39.582Z,142.702598485636,22.2238034465601,-42.9070409611247
142,140,feg-token,feg,FEG Token,https://assets.coingecko.com/coins/images/13878/large/fav200.png?1619597015,140,feg,7.39e-09,309331341,141,,3991589.0,8.524e-09,6.846e-09,-1.106e-09,-13.02123,-46189892.4230101,-12.99216,4.1857740485032e+16,1e+17,,4.4111e-08,-83.24668,2021-05-13T07:53:38.377Z,8e-12,91502.73361,2021-02-12T09:35:04.295Z,2021-07-02T01:21:49.636Z,,,-30.1265053871684
143,141,bakerytoken,bake,BakerySwap,https://assets.coingecko.com/coins/images/12588/large/bakerytoken_logo.jpg?1600940032,141,bake,1.81,305961425,142,501645136.0,43528252.0,1.92,1.77,-0.11218510907,-5.83829,-6408396.08653516,-2.05154,169091542.722084,277237400.0,277237400.0,8.38,-78.41094,2021-05-02T13:30:43.680Z,0.00848322,21238.19883,2020-11-09T13:42:09.948Z,2021-07-02T01:24:41.447Z,,10546.939105204,-55.4611184599573
144,142,wootrade-network,woo,Wootrade Network,https://assets.coingecko.com/coins/images/12921/large/w2UiemF__400x400.jpg?1603670367,142,woo,0.649356,303079611,143,1948067024.0,52377280.0,0.713552,0.614732,-0.060015496516,-8.46038,-26658232.5293124,-8.08467,466738988.736623,2992232009.44082,3000000000.0,1.38,-53.08418,2021-05-09T21:39:24.988Z,0.02211546,2836.20734,2021-01-04T10:19:13.803Z,2021-07-02T01:22:01.274Z,,1854.49296487977,27.6622857045739
145,143,wink,win,WINkLink,https://assets.coingecko.com/coins/images/9129/large/WinK.png?1564624891,143,win,0.00039045,299203802,145,,28704766.0,0.00041519,0.00038406,-2.1214028e-05,-5.15321,-16027102.5599027,-5.08424,766299999999.0,999000000000.0,,0.00289424,-86.50037,2021-04-05T20:24:01.448Z,4.185e-05,833.70564,2020-03-13T02:23:00.686Z,2021-07-02T01:23:55.399Z,447.293460404286,388.531838720528,-24.1915505395558
146,144,golem,glm,Golem,https://assets.coingecko.com/coins/images/542/large/Golem_Submark_Positive_RGB.png?1606392013,144,glm,0.295887,296804875,146,,43576086.0,0.367059,0.287436,-0.004200733225,-1.39983,-1665034.39700669,-0.55786,1000000000.0,1000000000.0,,1.32,-77.58789,2018-04-13T09:13:22.739Z,0.00913753,3148.1959,2016-12-12T00:00:00.000Z,2021-07-02T01:22:03.433Z,472.142668412019,154.840588797816,-2.874239854089
147,145,mirror-protocol,mir,Mirror Protocol,https://assets.coingecko.com/coins/images/13295/large/mirror_logo_transparent.png?1611554658,145,mir,3.81,296169810,147,1411748304.0,17905611.0,3.99,3.78,-0.170352796986,-4.28026,-13089845.5497592,-4.23264,77742701.815513,370575000.0,370575000.0,12.9,-70.47417,2021-04-10T04:24:49.114Z,0.898899,323.8371,2020-12-22T07:49:52.172Z,2021-07-02T01:23:08.893Z,,191.323660788016,-20.7279281468238
148,146,oxygen,oxy,Oxygen,https://assets.coingecko.com/coins/images/13509/large/8DjBZ79V_400x400.jpg?1609236331,146,oxy,1.44,291142296,148,14387239717.0,450514.0,1.47,1.42,-0.016684619762,-1.14639,-3011497.52975249,-1.02378,202361469.02,10000000000.0,10000000000.0,4.16,-65.34969,2021-03-16T22:38:50.717Z,1.24,16.41346,2021-03-16T14:03:26.301Z,2021-07-02T01:23:50.513Z,,,-31.720398847736
149,147,chia,xch,Chia,https://assets.coingecko.com/coins/images/15174/large/zV5K5y9f_400x400.png?1620024414,147,xch,281.04,288637027,149,,20784084.0,293.66,273.4,-10.544900078527,-3.61639,-5208321.46741718,-1.77247,1025250.51857886,22024986.5034467,,1645.12,-82.90555,2021-05-15T14:24:45.107Z,206.86,35.94933,2021-06-22T14:01:14.011Z,2021-07-02T01:24:13.414Z,,,-59.703919503742
150,148,pax-gold,paxg,PAX Gold,https://assets.coingecko.com/coins/images/9519/large/paxg.PNG?1568542565,148,paxg,1779.79,285783671,150,,8849770.0,1801.29,1756.08,-5.936906893282,-0.33246,18463.08,0.00646,160533.253,160533.253,,2241.37,-20.57468,2021-05-17T19:02:29.657Z,1399.64,27.19076,2019-11-18T03:09:35.959Z,2021-07-02T01:24:14.982Z,-0.056374852977309,-3.66321096055961,-7.56262259247321
151,149,ergo,erg,Ergo,https://assets.coingecko.com/coins/images/2484/large/Ergo.png?1574682618,149,erg,7.27,284880993,151,,2678708.0,7.59,6.33,0.612156,9.1992,24290510.0,9.32133,39204150.0,97739924.0,,29.58,-75.43155,2018-04-27T05:42:11.253Z,0.094191,7616.47737,2020-03-13T02:24:59.299Z,2021-07-02T01:22:06.031Z,2435.99323960409,1806.65723548883,-41.6648850923062
152,150,pundi-x,npxs,Pundi X [OLD],https://assets.coingecko.com/coins/images/2170/large/pundi-x.png?1548386366,150,npxs,0.00118825,281043904,144,,28519.0,0.00150344,0.00098135,-0.0002106695,-15.05945,-20939817.7335062,-6.93409,236519288706.325,258498693019.07,,0.01446299,-91.18606,2018-05-14T06:15:26.308Z,7.686e-05,1558.62467,2020-03-13T02:07:57.484Z,2021-07-02T01:21:06.425Z,475.22979428841,517.713866573473,-18.3057807493966
153,151,pundi-x-2,pundix,Pundi X,https://assets.coingecko.com/coins/images/14571/large/vDyefsXq_400x400.jpg?1617085003,151,pundix,1.07,276578571,152,276578571.0,8945853.0,1.17,1.03,-0.086494379137,-7.48255,-17431032.1095646,-5.92873,258491637.231924,258491637.231924,258491637.231924,10.07,-89.37814,2021-03-31T06:39:32.892Z,0.60317,77.30737,2021-06-22T14:01:09.171Z,2021-07-02T01:23:52.823Z,,,-35.0348232700635
154,152,kava,kava,Kava.io,https://assets.coingecko.com/coins/images/9761/large/Kava-icon.png?1585636197,152,kava,3.91,274621363,153,,36388778.0,4.16,3.77,-0.220694367108,-5.34027,-12632814.5447221,-4.39778,70172142.0,137299065.0,,8.01,-51.11219,2021-04-06T12:04:25.290Z,0.287137,1263.64777,2020-03-13T02:24:16.835Z,2021-07-02T01:24:14.686Z,217.214055479799,152.178979037532,10.3938926791614
155,153,asd,asd,AscendEx Token,https://assets.coingecko.com/coins/images/5003/large/bitmax.png?1621310871,153,asd,0.3645,271650288,154,,1122444.0,0.368239,0.360205,-0.001867686434,-0.50978,-535307.939219177,-0.19667,743798994.444,743798994.444,,3.26,-88.78765,2021-03-27T18:14:42.486Z,0.01307461,2693.35381,2018-12-10T00:00:00.000Z,2021-07-02T01:23:47.797Z,882.264939797755,659.933791711329,-15.6539725900396
156,154,status,SNT,Status,https://assets.coingecko.com/coins/images/779/large/status.png?1548610778,154,SNT,0.069175,268433821,155,,33647472.0,0.076528,0.068825,-0.007352855953,-9.60803,-26820980.9345883,-9.08401,3880483788.3097,6804870174.0,,0.684918,-89.95044,2018-01-03T00:00:00.000Z,0.00592935,1060.85757,2020-03-13T02:10:36.877Z,2021-07-02T01:22:28.776Z,203.307068918696,99.3657012650754,-31.7469555951781
157,155,skale,skl,SKALE,https://assets.coingecko.com/coins/images/13245/large/SKALE_token_300x300.png?1606789574,155,skl,0.219708,266542853,156,1538042640.0,22201964.0,0.237606,0.213307,-0.017411342706,-7.34287,-20479414.6820129,-7.13513,1213100288.0,4308747694.9267,7000000000.0,1.22,-81.92967,2021-03-12T05:14:18.439Z,0.060829,261.31359,2020-12-23T22:31:29.345Z,2021-07-02T01:24:40.997Z,,86.2397551825928,-47.283911020983
158,156,tribe-2,tribe,Tribe,https://assets.coingecko.com/coins/images/14575/large/tribe.PNG?1617487954,156,tribe,0.607647,254037595,157,606442881.0,2826194.0,0.623802,0.599997,-0.014171679176,-2.27907,-4862139.37525037,-1.878,418897810.268368,1000000000.0,1000000000.0,2.45,-75.23407,2021-04-03T23:33:40.147Z,0.572861,5.90911,2021-06-27T05:55:40.790Z,2021-07-02T01:24:00.005Z,,,-33.7597553270565
159,157,gnosis,gno,Gnosis,https://assets.coingecko.com/coins/images/662/large/logo_square_simple_300px.png?1609402668,157,gno,165.25,248635814,158,1652518691.0,6160486.0,174.19,160.08,-7.378006770759,-4.27389,-10573131.3906077,-4.079,1504587.0012637,10000000.0,10000000.0,441.99,-62.61201,2018-01-05T00:00:00.000Z,6.88,2300.48848,2020-03-13T02:24:11.825Z,2021-07-02T01:15:42.041Z,512.909665833596,162.02355808501,-9.52642684941761
160,158,persistence,xprt,Persistence,https://assets.coingecko.com/coins/images/14582/large/512_Light.png?1617149658,158,xprt,8.19,248257834,159,3304940819.0,1401312.0,9.3,7.88,-1.094073174018,-11.78849,-31655420.3465857,-11.30901,30295386.011066,108167379.46102,403308352.0,16.59,-50.63741,2021-05-15T07:34:28.920Z,2.37,245.86742,2021-04-18T04:29:44.015Z,2021-07-02T01:20:18.170Z,,,-29.6323998847302
161,159,vethor-token,vtho,VeThor Token,https://assets.coingecko.com/coins/images/5230/large/vethor-token.png?1548760043,159,vtho,0.00663707,246783586,160,,14524891.0,0.00683696,0.0063796,-0.00016782255,-2.4662,-5306513.5316166,-2.10501,37189536062.0,,,0.04671227,-85.77751,2018-08-29T02:40:46.956Z,0.00015238,4260.05486,2020-03-16T10:14:24.544Z,2021-07-02T01:24:14.729Z,1202.61718976684,742.570437242403,-26.8665733639394
162,160,mina-protocol,mina,Mina Protocol,https://assets.coingecko.com/coins/images/15628/large/JM4_vQ34_400x400.png?1621394004,160,mina,1.45,241364461,161,,6423325.0,1.52,1.4,-0.059740538261,-3.959,-6923759.62280589,-2.7886,166469149.840039,834402412.840039,,9.09,-84.05738,2021-06-01T01:42:37.064Z,1.1,31.85249,2021-06-22T12:59:18.112Z,2021-07-02T01:22:14.126Z,,,-55.5965215045846
163,161,compound-uniswap,cuni,cUNI,https://assets.coingecko.com/coins/images/12696/large/compound-uni.png?1601789718,161,cuni,0.364299,241014610,162,,435277.0,0.386879,0.355171,-0.022580250546,-5.83652,-15412045.5829019,-6.01031,661585165.733456,661585165.733456,,0.908721,-59.91081,2021-05-03T04:23:46.712Z,0.03552288,925.5326,2020-11-05T08:45:03.205Z,2021-07-02T01:16:16.300Z,,442.096337310595,-34.0799981359198
164,162,gemini-dollar,gusd,Gemini Dollar,https://assets.coingecko.com/coins/images/5992/large/gemini-dollar-gusd.png?1536745278,162,gusd,1.0,239820059,163,,8993966.0,1.01,0.979904,-0.001801111352,-0.17946,7858576.0,3.38788,239385552.76,239385552.76,,3.3,-69.66689,2018-10-11T17:36:21.529Z,0.78261,28.0542,2018-09-29T00:00:00.000Z,2021-07-02T01:24:07.928Z,0.524924604141576,0.766935295850705,0.275730483047663
165,163,akash-network,akt,Akash Network,https://assets.coingecko.com/coins/images/12785/large/akash-logo.png?1615447676,163,akt,3.49,232393465,164,1355764986.0,2530040.0,3.63,3.38,-0.124475186236,-3.44438,-6528553.94846272,-2.7325,66599984.097024,131800000.0,388539008.0,8.07,-56.78752,2021-04-06T18:59:48.484Z,0.333077,947.62215,2020-10-23T07:54:44.286Z,2021-07-02T01:20:42.789Z,,379.651432410035,13.0984102869185
166,164,dent,dent,Dent,https://assets.coingecko.com/coins/images/1152/large/gLCEA2G.png?1604543239,164,dent,0.00240242,229863098,165,,17555597.0,0.00260145,0.00231585,-0.000182328764,-7.05403,-16907872.9478769,-6.85165,95654960452.7359,100000000000.0,,0.1006,-97.61129,2018-01-09T00:00:00.000Z,7.065e-05,3301.36597,2020-03-13T02:29:09.754Z,2021-07-02T01:23:47.511Z,1083.34146602548,1015.36810738678,-37.3281039975268
167,165,seth,seth,sETH,https://assets.coingecko.com/coins/images/8843/large/sETH.png?1616150207,165,seth,2172.39,228672434,166,228672434.0,113762977.0,2287.0,2094.56,-102.956795264857,-4.52489,-14709366.8988541,-6.04374,105263.185693926,105263.185693926,105263.185693926,4503.98,-51.76736,2021-05-12T14:42:28.493Z,0.01254476,17316988.6006,2020-04-01T00:44:33.804Z,2021-07-02T01:14:39.613Z,832.415163550651,263.255845403596,-18.1129021401217
168,166,alchemix-usd,alusd,Alchemix USD,https://assets.coingecko.com/coins/images/14114/large/Alchemix_USD.png?1614410406,166,alusd,1.0,228447194,167,,3029415.0,1.02,0.989038,-0.001653427447,-0.16435,-33606.8234033883,-0.01471,227455116.214946,227455116.214946,,2.13,-52.78826,2021-03-21T19:53:32.860Z,0.060239,1567.28254,2021-03-19T22:40:28.697Z,2021-07-02T01:14:50.002Z,,,0.354125335190476
169,167,energy-web-token,ewt,Energy Web Token,https://assets.coingecko.com/coins/images/10886/large/R9gQTJV__400x400.png?1585604557,167,ewt,5.75,225495149,168,575277458.0,946486.0,6.13,5.73,-0.366213003011,-5.98486,-14210606.4886494,-5.92835,39197633.4055208,63441652.5436836,100000000.0,22.67,-74.62729,2021-04-17T03:10:00.960Z,0.543628,958.21926,2020-04-03T00:00:00.000Z,2021-07-02T01:21:28.871Z,-10.1384740025985,-16.2075679844947,-40.0347316409829
170,168,olympus,ohm,Olympus,https://assets.coingecko.com/coins/images/14483/large/olympus.png?1616466814,168,ohm,445.31,224646339,169,270415980.0,8007232.0,463.46,415.57,17.68,4.13421,15693283.0,7.51043,503609.629442422,606215.494667182,606215.494667182,1415.26,-68.53486,2021-04-25T00:00:00.000Z,162.79,173.55195,2021-05-23T22:25:07.703Z,2021-07-02T01:21:34.445Z,,,122.302643103241
171,169,balancer,bal,Balancer,https://assets.coingecko.com/coins/images/11683/large/Balancer.png?1592792958,169,bal,20.28,219043923,170,2028211068.0,30403773.0,22.04,19.77,-1.676344665874,-7.63449,-18201022.0112666,-7.67183,10799858.3755894,43120000.0,100000000.0,74.45,-72.75674,2021-05-04T13:35:02.939Z,6.65,205.13515,2020-06-23T17:05:28.767Z,2021-07-02T01:24:40.045Z,81.8209901182986,62.7242631920989,-30.1368232434677
172,170,storm,stmx,StormX,https://assets.coingecko.com/coins/images/1369/large/StormX.png?1603113002,170,stmx,0.0226518,210516665,171,,160929580.0,0.02374598,0.02028994,0.00228578,11.22352,21750710.0,11.52258,9293310496.23973,10000000000.0,,0.165032,-86.22557,2018-01-05T00:00:00.000Z,0.00057665,3842.12818,2020-03-13T02:24:13.443Z,2021-07-02T01:23:59.322Z,1056.82463815454,792.159518007887,-10.6290215442017
173,171,origin-protocol,ogn,Origin Protocol,https://assets.coingecko.com/coins/images/3296/large/op.jpg?1547037878,171,ogn,0.659102,204536238,172,659102101.0,31264351.0,0.708776,0.638449,-0.034926418535,-5.03242,-9331267.18561876,-4.36311,310325575.0,1000000000.0,1000000000.0,3.35,-80.33371,2021-04-08T08:34:23.319Z,0.103356,537.85209,2020-01-30T16:40:02.103Z,2021-07-02T01:24:39.917Z,149.019601288856,371.460428081736,-37.6256649701428
174,172,everipedia,iq,Everipedia,https://assets.coingecko.com/coins/images/5010/large/everipedia.png?1561614871,172,iq,0.01256377,204299688,173,,28307569.0,0.01265886,0.0111352,0.0003913,3.21467,-16558553.3054633,-7.49737,0.0,100000000000.0,,0.072382,-82.51102,2018-07-16T07:35:38.970Z,0.00063047,1907.8357,2020-03-13T02:29:15.457Z,2021-07-02T01:21:23.829Z,639.387661040982,412.856715135505,5.53900873847281
175,173,conflux-token,cfx,Conflux,https://assets.coingecko.com/coins/images/13079/large/iXocdNMF_400x400.png?1604974835,173,cfx,0.238062,202302490,174,,1744328.0,0.252848,0.235163,-0.013855273559,-5.49994,-11323964.419644,-5.30082,849790466.644092,5124783617.31477,,1.7,-85.99714,2021-03-27T03:43:35.178Z,0.076826,210.00891,2020-11-10T02:36:41.248Z,2021-07-02T01:24:00.579Z,,103.482940970183,-41.8665478488437
176,174,iexec-rlc,rlc,iExec RLC,https://assets.coingecko.com/coins/images/646/large/pL1VuXm.png?1604543202,174,rlc,2.82,200998045,175,,13650639.0,3.08,2.74,-0.131820674904,-4.47035,-7568041.64138114,-3.62861,71332547.0784119,86999784.0,,15.51,-81.8334,2021-05-10T17:59:51.557Z,0.153815,1731.92042,2018-12-15T00:00:00.000Z,2021-07-02T01:24:10.486Z,361.95848890825,215.480551418062,-47.1131581342811
177,175,constellation-labs,dag,Constellation,https://assets.coingecko.com/coins/images/4645/large/Constellation.jpg?1613976385,175,dag,0.081778,197581140,177,,1643277.0,0.08195,0.07301,0.00065888,0.81224,1649938.0,0.8421,2416077412.48291,3550000000.0,,0.101421,-19.36868,2021-05-08T01:57:34.751Z,0.00110189,7321.55648,2019-03-09T00:00:00.000Z,2021-07-02T01:21:24.281Z,977.315272777324,691.228242486071,90.2478488407957
