"name","symbol","percentageChange90dUsd","percentageChangeYtdUsd","athTimestamp","percentageDownFromAth","breakevenMultiple","cycleLowTimestamp","percentageUpFromCycleLow","volatility30d","volatility90d","sector","category","circulatingSupply","priceUsd","percentageChange24HrUsd","currentMarketcap"
"ThingsOperatingSystem","TOS","-31.857719829803788","278.1217639687768","1539997200","93.72907038209244","15.946599004146934","1607673600","432.56236298188026","5.233413904124415","3.7659997310605395","","","","0.0015306252574531867","2.9075190437059013",""
"Numeraire","NMR","-53.81852750535203","33.31717210499298","1621191600","66.66086616700197","2.999478045858021","1624366800","26.106839301972467","1.3106790254403655","1.9352445546172248","Asset Management","Financial","4996237.71001766","30.51332234358363","1.9701055985200346","152448592.90049583"
"GoChain","GO","-59.27942377510467","143.57937393166452","1617105600","80.77090010910254","5.200451428687899","1624366800","33.693703070313575","2.568803962753054","2.341110792516848","Enterprise and BaaS","Infrastructure","1089474054.0131066","0.017897402814244935","10.969641835195599","19498756.000341013"
"BitShares","BTS","-65.72675764706672","63.41444674280188","1515272400","96.06495913810905","25.412696718972814","1584061200","231.5672682847624","1.0814828470727265","1.8143034077397264","Smart Contract Platforms","Financial","2994380000","0.035292360618764444","1.1190744455837687","105422125.56714192"
"Quantum Resistant Ledger","QRL","-68.22577986656553","7.226394296657997","1515538800","95.95280515260927","24.708471860323417","1585512000","262.1450435181286","1.1213452774502857","1.233003744907521","Application Development","Infrastructure","74457401.4509127","0.16886929446643828","","12573568.850819986"
"Thunder Token","TT","-50.730171143919634","48.55891433889424","1557439200","77.99672850268392","4.544778716755726","1584057600","206.21167021386043","1.4065726877460683","1.6126513510474367","Smart Contract Platforms","Infrastructure","7270505950","0.007709997285532425","3.0255159411480546","56052894.36511177"
"SmartCash","SMART","-64.35536573607448","48.55736173229284","1515859200","99.8423619148562","634.3644678808304","1584061200","212.6572844413026","1.2631403384666016","1.645802011525787","Currencies","Payments","1413859297.52334","0.004829273705974289","10.275207570197745","6825708.630384556"
"Covesting","COV","-41.9543276741529","2.4340476367594635","1517464800","86.31273794203628","7.306063080878658","1624604400","1064.6486385473645","1.5207949898518218","1.9621181974854125","","","18000000","0.3712367744820566","11.759043340855564","6682261.940677019"
"DATA","DTA","-78.80000814258223","18.3306941812528","1516863600","99.36618633356666","157.77507696028712","1584352800","218.035363343038","1.3644606322318005","2.619798074702093","Advertising","Media and Entertainment","11500000000","0.0004214053083955411","4.630701768850881","4846161.046548723"
"Skycoin","SKY","-73.4111403959873","48.75471389739737","1527210000","96.86697681794095","31.91805300791906","1584061200","295.7479055710807","1.260021481711746","1.7001506932612953","Application Development","Infrastructure","21000000","0.815399768520969","9.50476718304056","17140346.43758845"
"Orchid","OXT","-58.828745083200495","5.278416082112926","1617620400","74.47026116395261","3.9170005083954234","1624366800","21.097213559162487","1.24770603295715","1.4656148763670251","Data Management","Services","682152109.4746798","0.24027080481798294","2.7647856674638427","164436837.2267537"
"GoByte","GBX","-40.37059487829456","96.01981654608237","1528981200","99.60737710927748","254.6973249979813","1611244800","243.90238414491253","1.664633919745002","2.169961668287023","","","9574777.60406673","0.04135397533919366","","395955.11691683927"
"Aidos Kuneen","ADK","-0.8735481087410198","232.1395922666171","1614344400","78.86283450880869","4.7310033145964585","1624323600","226.41636533449642","3.8287823255296733","3.0322779556515513","","","25000000","0.9344450226697899","","23361125.56674475"
"FOAM","FOAM","-61.10113304708108","31.332406078347535","1564614000","83.50282259685294","6.061643004513226","1591128000","633.2078845843134","0.8872916647051347","1.3402486265686464","","","316571949.755922","0.026540573622654218","","8402001.13936424"
"GameCredits","GAME","-55.07506387855343","66.97717311239927","1515880800","98.6152920915124","72.21739645382745","1573351200","606.9778300482566","1.9323887342648771","2.2689045128813077","Gaming","Payments","151514297.6666585","0.09312689593775637","","14110056.231885148"
"EOS","EOS","-40.95986317614184","30.943470131678254","1524985200","84.62368559952935","6.503509059163044","1544205600","123.00959785495913","1.2972418718078123","2.317582132039207","Smart Contract Platforms","Infrastructure","950899890.88442","3.4374135820185208","4.085176138237552","3272901424.3580937"
"Haven Protocol","XHV","-84.50810517592973","14.190907526971488","1618527600","89.03847981147291","9.12282222539401","1626789600","21.637258244139986","2.2883779463637635","2.061335655092946","Currencies","Payments","17322844.499","3.1622362096785053","12.341655948329084","54778926.12936791"
"Bit-Z Token","BZ","-66.66390040051077","130.24244251155173","1618545600","71.45767554959919","3.5035688902553868","1620176400","6223.713139214926","1.0360029626658702","1.1180280842670396","Centralized Exchanges","Financial","113002609.7","0.13860677790256803","6.036005027328472","15809563.351381613"
"Celo","CELO","-55.802165026825236","54.36415945855877","1618966800","67.28421483754497","3.056628459425176","1624366800","34.62680739670601","2.216998550167832","2.0155351038940017","Smart Contract Platforms","Infrastructure","265980036","2.26380615949741","-11.62176964182915","601842112.6516676"
"Rate3","RTE","-49.443919042081106","157.10638439811905","1540083600","89.36901581226321","9.406466817564592","1584061200","251.79326992757927","2.516655408393703","2.6724906430611233","","","889382387.973647","0.0009135287048405917","-3.7072227835871954","812476.3409935985"
"TrumpCoin","TRUMP","25.650353300474194","282.8398565970553","1515351600","91.27921818547378","11.466861816612584","1608804000","580.5693927963637","2.648261066138737","4.139230703096313","","","6604387.318691","","",""
"FuzeX","FXT","-63.41819403071105","42.383265849611725","1526313600","99.94563912999662","1839.5584911313608","1611734400","638.9047325889993","4.384018435886106","3.519345387200649","","","915627153.2733333","0.0004151980381528499","","380166.5977185668"
"VeriCoin","VRC","-61.5871491343137","7.273281142902902","1515603600","99.11623781250643","113.15261211119441","1584352800","219.04272445925207","1.6449688220924283","1.4710159908172624","","","33856780.71366779","0.04437174793469279","","1502284.5397070353"
"Electroneum","ETN","-61.17442971641809","69.61607287886652","1616781600","80.35834262879172","5.091220058984685","1624366800","46.03933862158663","2.3363369414487583","1.885220920569589","Payment Platforms","Payments","17882708974.91","0.007858200380924947","-1.128665537406177","140525910.47860774"
"Upfiring","UFR","0","9.406716417910443","1600027200","89.1","9.174311926605505","1605992400","7.2732594299930495","","","","","24000000.00578804","","",""
"MediShares","MDS","-68.37012498773663","83.04332647853087","1520013600","98.32494142041965","59.69940467697061","1584061200","193.01991192490172","2.2852669933198126","2.2585423197684196","Healthcare","Services","1310099624.0728","0.0043376701838899355","4.166285614753283","5682780.077265997"
"1World","1WO","-35.4272728918637","-13.287808481293142","1581512400","81.35436794045943","5.363186384922365","1585296000","2143.5888078435273","0.8625489465788432","1.394991224379784","","","37219452.96","0.07659274501941539","8.20486829067928","2850740.0703274054"
"Neblio","NEBL","-75.41124428375151","10.548967041289457","1515502800","98.76630265656276","81.05715760186908","1584061200","219.18598899900607","1.4316349555320884","1.7501642727877962","Enterprise and BaaS","Infrastructure","17678159.80457235","0.7492015075522983","6.725041845436547","13245178.640491623"
"Poseidon Network","QQQ","-28.262740393771512","-41.337450569332276","1605146400","82.02991190792457","5.564802993041456","1614708000","52.22983949469319","1.5651641787418493","1.5801194225830277","","","2202875407.6","0.022442756838701644","1.7011512320637412","49437692.09528966"
"Expanse","EXP","-75.7215770201675","0.9860337038997443","1515279600","99.6216679350847","264.31806678185086","1584061200","131.56579280398228","1.6032794639107137","1.6579218574050154","","","18805100.19","0.03647954645891246","9.053432286789887","686001.5260456086"
"Kava","KAVA","-19.267564268436566","174.88699706319179","1617706800","55.602886376598214","2.2523986772709894","1621785600","45.59386579940208","1.2727770356815622","1.8234736363948212","Lending","Financial","70172142","3.570279900295586","4.91654937980293","250771736.47245842"
"Pillar","plr","-45.370444881902344","73.48811245247391","1527649200","83.77475294074674","6.163234349209492","1604516400","211.74609282931357","0.9048034657535426","1.7574573929583037","Asset Management","Financial","259348200.99999997","0.030783337790876476","11.562906421594231","7983603.276839128"
"Hive","HIVE","-39.78139408218758","137.39329667791634","1616893200","69.38966478029653","3.266870463268605","1624366800","66.32352022419408","1.7036375758081241","1.8463554579769195","Content Creation and Distribution","Media and Entertainment","420837896.968","0.28423164066965984","5.511811105807974","119493095.79497856"
"MEX","MEX","-51.49599572730289","176.3471695394712","1554649200","91.57876167233461","11.874738145277378","1609412400","247.81379198754553","2.4753041294798823","2.445665073948358","","","","0.0003736982241488631","6.94061676216552",""
"Engine","EGCC","-14.023300020793442","242.22406374120163","1566356400","94.49890844201343","18.17821044167472","1608789600","322.4120999819896","5.065449504539487","3.5117506048177054","","","","0.00015464868150579468","4.681147148018647",""
"Kadena","KDA","-69.34852187573081","127.1374083276286","1618045200","80.97748731863717","5.256929075304247","1626804000","0.8492909591225869","1.1412157468533044","1.4269885466972942","Smart Contract Platforms","Infrastructure","132889545.3281362","0.3305340357502617","-0.5154911318640706","43924517.7263262"
"Ubex","UBEX","-84.90118372294957","259.48441113505754","1616346000","95.02498103550236","20.100425890556927","1616677200","284.6213466624333","2.1281913000349233","12.966263671659185","","","3329856564.6663256","0.00036493356065036105","","1215176.4125986614"
"VibeHub","VIBE","0","14.97640950250076","1515722400","98.87600131779169","88.96807583753682","1584061200","317.8776068580346","","","Virtual and Augmented Reality","Media and Entertainment","260136426.55995375","","",""
"BTU Protocol","BTU","0.3128085095057179","-19.858604375895652","1619744400","45.00130111968685","1.8182248314204232","1624406400","40.29977943665442","1.9753926614478785","2.2736129849663285","Rewards","Payments","90514215.66574915","0.49330034353052105","5.529920728813234","44650693.682309724"
"NoLimitCoin","NLC2","0","22.129418780175637","1529758800","97.38402467416019","38.226660248753255","1587052800","497.35415781529764","","","","","0","","",""
"Cybereits","CRE","-41.82006171181834","6.215920901042027","1521018000","98.62587607375441","72.77364005532047","1584352800","107.72069630160632","5.083744782295868","4.886249701141042","","","","0.0009581931193008273","",""
"ABBC Coin","ABBC","4.335194475123013","-28.671797090670882","1602748800","78.99646223097338","4.761102681828552","1618956000","45.562387016512915","0.9464754096348101","2.2115064754345886","Payment Platforms","Payments","866041469.9544482","0.1878667909386069","","162700431.7800961"
"Moeda","MDA","-57.937304521811065","-3.3135347391106436","1515862800","92.43307074275168","13.215400408852854","1584061200","133.09867719411562","1.093616544134582","1.5254603192133478","Crowdfunding","Financial","19628888","0.519582347747854","4.85252060918396","10200076.567445036"
"AirToken","AIR","28.402614816337945","164.42573815225546","1573570800","99.82542247780731","572.811429237874","1607760000","930.1029324493271","2.474326329138062","4.299279591409195","","","1050000000.0000001","0.04924967730982764","","51712161.17531903"
"DigitalNote","XDN","-81.26758408334726","10.15926844517433","1515261600","99.07310627625391","107.88723392779602","1584363600","910.1814120822567","4.1390767238344965","3.0660657609074775","","","4903786504.723626","0.0009710246989205932","8.629944861761746","4761697.8143201275"
"QunQun","QUN","-17.538105952196766","142.00663195440293","1516849200","96.1383115637848","25.8954086151002","1609783200","177.88064330143038","0.971149052353403","4.148088505378636","Rewards","Payments","729777775.1057","0.005005377157198527","8.290620056560616","3654039.5697524045"
"Troy Trade","TROY","-66.20719255690132","151.73906423966935","1618646400","82.21243955273356","5.621906404560824","1626818400","14.356164158860619","1.2686995839810018","1.8407020709102364","Asset Management","Financial","8905660523","0.006404604559175031","4.352125737590038","57037233.98807089"
"Syscoin","SYS","-67.88357899553735","85.02353024383076","1530651600","88.63508487268442","8.799009836831063","1584061200","903.551502834012","1.8781082471845492","2.630612901190604","Scaling","Infrastructure","615883733.7783333","0.11522441705916597","3.7724141166614498","70964844.20083103"
"Hydro","HYDRO","-79.46528352280475","9.303244207074444","1536051600","94.90112057278685","19.612152322389015","1609858800","1090.7973347480206","6.926011211010912","10.193514235392666","Application Development","Infrastructure","74611788.89273916","0.0003198127601429405","","23861.802144989302"
"Mercury Protocol","MER","-72.06509796075038","15.650767628972439","1515024000","99.46848188621736","188.14034255264409","1579003200","261.6627432001761","1.1774587478519287","1.9345910732952445","","","100000000","0.0067912680353862725","","679126.8035386272"
"Datum","DAT","-68.56668087381934","151.94436996024066","1515290400","99.67710627763161","309.6994245242985","1584352800","197.77028989052707","2.893641012920082","6.485827198992277","Data Management","Services","1457966672.5142903","0.0011701452710013395","3.319581832905433","1713606.5902698322"
"Tael","WABI","-68.10686114185852","42.15132906859766","1515603600","97.68707921477736","43.23537608330745","1584356400","199.84501060131547","1.2353581750237492","1.963941961359985","Rewards","Payments","99699999.33824052","0.1339950901769788","5.917971541993643","13359310.401972266"
"FuturoCoin","FTO","0","16.66759120513061","1554321600","99.8341909265293","603.1033037385147","1596841200","70.97886824186745","","","","","","","",""
"Cindicator","CND","-70.32438303017962","4.498701019247873","1516672800","97.39891035362021","38.44542618482214","1584352800","282.7568575322215","1.2837693431350745","1.4984545824221065","Asset Management","Financial","2000000004.6069422","0.008560865926061565","1.976616522410229","17121731.891562544"
"HOQU","HQX","-29.23701665430433","-19.252713520867967","1524927600","97.13673779375286","34.92519818192591","1600758000","404.9617856887309","0.9601784440518805","1.9088723160728627","","","169144017.658112","0.002056585692026087","8.113230389006882","344676.1442714541"
"Loki","LOKI","0","-4.928130265159804","1599109200","51.96338726837525","2.081745450260803","1605139200","59.686977926322946","","","Application Development","Infrastructure","54836574.99999999","","",""
"IHT Real Estate Protocol","IHT","139.53478524693344","20.00453303749933","1554595200","97.26800659548547","36.60330944970554","1605830400","636.2286520830473","0","0","","","989061135.6575","0.0013166474863922954","","1302244.8581517565"
"Band Protocol","BAND","-68.89276277236355","-10.285915211412934","1618484400","78.61864085436818","4.676971155990795","1624366800","18.944602297199364","1.450783426230137","1.6830625484175803","Data Management","Infrastructure","35191821","4.925973564620897","9.80796673564034","173459948.4338232"
"SwftCoin","SWFTC","-80.24901738693598","62.913768170418685","1515693600","98.16503246693313","54.49687702804501","1584061200","145.39180960081782","1.0217726920144699","1.7356926493236156","","","4004999999","0.0012203194509050924","5.9800967418485715","4884404.19060875"
"Dragonchain","DRGN","-63.793991635393155","56.83466112667514","1617588000","78.11771136451301","4.569905902704699","1626804000","12.319525898957027","1.156984479294839","1.8101915625592242","Enterprise and BaaS","Infrastructure","370374090.00048876","0.08297603770721686","","30732174.457656685"
"Request Network","REQ","-64.7703625636316","58.30884227705998","1515218400","96.1229197632568","25.792605232230503","1584061200","857.8895548233327","1.0833512722527299","1.5330144699112787","Misc","Financial","999881815.5643942","0.04560525335511182","4.024561671575165","45599863.52398339"
"Propy","PRO","-77.21424666788954","95.1667063001074","1515682800","95.53065303431376","22.374633423575734","1584352800","442.8251840787892","1.8312806351884348","3.1911440691490705","Payment Platforms","Payments","70850406","0.1660183205038095","9.44306435011867","11762465.411133027"
"IRISnet","IRIS","-57.078074683335686","54.52974431312067","1618236000","80.04477190086288","5.011218087971849","1624366800","13.421517115126353","1.3243524384203413","2.000601534179788","Interoperability","Infrastructure","1050797918.56674","0.060132016329959743","5.062889338420735","63356916.451991186"
"Musk","MUSK","-48.87600255445644","146.41330839466758","1539997200","93.18421939302414","14.671833758506132","1608760800","176.59018298530344","1.7097692890426717","1.5551718011440019","","","","0.0009054105076989995","4.701891109592511",""
"PIVX","PIVX","-66.67185133957993","53.99602028406149","1515621600","96.5158644718707","28.701524149289188","1584061200","217.19948013717013","1.219457782800864","1.5730078494350532","Currencies","Payments","65180591.91255394","0.4852199814018615","10.459793467921632","31626925.59557175"
"Cryptaur","CPT","-6.66921584028618","53.10130106995772","1528750800","97.33583008044671","37.535143410360014","1608566400","236.40606818627515","1.5120128475443342","2.0978373765904976","Application Development","Infrastructure","13485673470.554075","0.0001575035089599764","","2124040.89230073"
"Agrello","DLT","-66.3934798940458","37.73469626567644","1515690000","96.17338302760847","26.132743549063004","1584061200","240.62185119007418","1.1715829121601677","1.6293680419879628","Identity","Services","102735764.64607635","0.06122382523791806","7.888409568079095","6289876.50037526"
"Hiveterminal Token","HVN","-89.90642850144728","93.78715206385255","1515873600","98.57649389037053","70.24908381041666","1582272000","5829465.290323534","1.9830083111515395","2.7048782895913104","","","500000000","0.005588029824511664","","2794014.912255832"
"Promotion Coin","PC","-54.457899595971824","-10.456699652375912","1566176400","98.04286206849889","51.09501910440274","1612602000","192.9179818819619","2.111384497633864","1.932188049607881","","","","0.00006133219789548632","6.187596654320172",""
"Stasis Euro","EURS","-0.93010985433295","-5.0429847357269155","1601816400","18.718629886925367","1.230294221921763","1623628800","20.245544375328713","0.2840118311791651","0.4737336359640071","Stablecoins","Financial","88625940","1.1888386817480046","-0.04163923939805092","105361945.67827775"
"YouLive Coin","UC","-46.25700511458124","22.463516010108258","1554735600","82.5632027711794","5.734998158647733","1584061200","208.37527087241102","1.1179705082397957","2.81119191200394","","","","0.0001731869992183169","5.610473482024972",""
"Curecoin","CURE","-63.74430220400134","-34.465113461683195","1515312000","96.22036440079387","26.457577027003328","1584061200","274.84407753943134","1.0176587966050303","1.5920411252015108","","","25159583.875278","0.053737881273195044","","1352022.7311726816"
"Australian Dollar","AUD","-4.002737572626878","-3.661608187821481","1614261600","7.333244171378578","1.0791356523254223","1626847200","1.0658669179405045","0.07403821879900487","0.0884929951635994","","","","0.736324009452645","0.5064912668903001",""
"Waltonchain","WTC","-65.38263392383145","74.11749268571062","1517119200","98.9074267553241","91.52704451376565","1584352800","234.3571337525986","1.4293169737486124","1.7992378126071837","IoT","Infrastructure","77392622.2766","0.49233133086605446","12.468609912203457","38164118.534873925"
"Everex","EVX","-75.24774107631661","4.199853908924169","1515355200","95.2654352063436","21.1212654928674","1584352800","222.4423252108744","1.1437195552443036","1.5428531483736547","Payment Platforms","Payments","22700000","0.29398416350806567","4.483304886080601","6673440.511633091"
"BOLT","BOLT","-78.29672369413916","2.9649075725157936","1561046400","90.74476168536229","10.804692067393239","1585497600","367.51114352440294","1.3767580186585469","1.6885641134375624","Payment Platforms","Payments","991283100","0.002863939476343688","6.49582351325965","2838974.8023223476"
"Morpheus Labs","MITX","0","0","1591016400","86.26929545090108","7.282947473118743","1594566000","293.9877486022513","","","Enterprise and BaaS","Services","423637291.35580003","","",""
"Euro","EUR","-2.442376310758352","-4.111733797894419","1609617600","11.206997633985372","1.1262148743184612","1626793200","1.1156357031111825","0.10475283226529099","0.08672473972395524","","","","1.1714100204544557","0.7925224793798579",""
"Synthetix USD","SUSD","-0.8835675404144419","-1.4419138093643076","1570161600","48.8207490299278","1.9539168335714103","1571508000","25.95623935246113","0.1062349072466101","0.11514349102682635","Stablecoins","Financial","238076244.2055001","1.004980756642931","-0.10511885616833712","239431524.9413913"
"Matryx","MTX","-38.622783888858145","119.74811128601625","1522231200","96.85315483452689","31.777858376125604","1584057600","278.7781016664073","1.6633446048782325","1.8180789023001813","","","23224303.1","0.03715814973324857","6.334891930591752","862972.132040149"
"Volt","ACDC","0","-3.905999786766068","1552780800","95.15952171197797","20.65911549432095","1567746000","135.1943228603429","","","","","","","",""
"Paxos Standard Token","PAX","0.16676139606289306","0.08020675409503053","1539586800","5.210470866120217","1.0549688442777365","1621429200","6.408382678899878","0.05220777277164124","0.2396090548843798","Stablecoins","Payments","896854920.59","0.9994809478919399","-0.08004810726436079","896484230.2098218"
"Binance USD","BUSD","-0.005647977060943841","0.003031401111572828","1584064800","3.4024733134780125","1.0352231928724192","1617814800","2.0065146606936874","0.011609282108783587","0.031038933272038494","Stablecoins","Payments","11209707766.97","1.0003546034014952","-0.021550317568234802","11214911997.680853"
"USD Coin","USDC","0.09474171918371888","0.21351773475124453","1584273600","11.15487207924937","1.1255541225535681","1604973600","5.449163757424779","0.014203196896332088","0.029422375717295435","Stablecoins","Payments","26767537544.509594","1.0009095147677947","0.006110537407010572","26781383049.349503"
"Tether","USDT","0.06564363793260514","-0.0739734051132873","1503090000","63.12098811109801","2.7115693961988447","1542297600","4.691041543186965","0.019839377892449803","0.05224662956187298","Stablecoins","Payments","64294361272.90082","1.0010613723740924","-0.04920545260394427","64378652670.76636"
"United States Dollar","USD","-0.00002906296422634945","-0.25548789876854217","1584230400","3.4677989029620973","1.0359237525256069","1621418400","0.979364997199249","0.046072103798409356","0.04791689468404338","Currencies","Payments","","1","0",""
"HUSD","HUSD","-0.04636029531223041","0.03959617660204669","1543694400","1.8033557248366645","1.0183647388171775","1621429200","19.334835060286817","0.013452023697272044","0.01427698283870352","Stablecoins","Currency","546268532.2771856","1.0000724458408985","-0.014019352628994388","546178976.998595"
"TrueUSD","TUSD","0.04683492286431185","0.03465669850944588","1526464800","23.84187169684547","1.3130574795895806","1621429200","2.5182258054697177","0.017622021344490015","0.031483991286914106","Stablecoins","Payments","1259845881","0.999906766627306","0.27435244671937475","1258748374.3922787"
"SIBCoin","SIB","-63.752330249760526","10.98485970014015","1514098800","99.6306695225926","270.7602164380563","1585389600","175.51065060317043","1.4018393045705975","1.25396154180234","","","19299476.04853213","0.022487017009427984","","433987.64617638994"
"EchoLink","EKO","-56.91877740877772","-10.47733218005554","1516852800","99.3372845647577","150.894327613538","1584061200","205.41564473295782","1.469903766265959","1.6513586722677902","","","500000000","0.0015670447227812733","4.298586125431685","783522.3613906367"
"Nxt","NXT","-83.28374293978041","6.24450182261076","1514044800","99.46643533463916","187.41870759446488","1584061200","92.33588632145938","0.9933621790137394","1.7307985942781505","Smart Contract Platforms","Infrastructure","998999941.50769","0.011242184597420346","7.5450047655653885","11230941.755241578"
"Gemini Dollar","GUSD","-0.13250212719916324","-2.5339095856041634","1542877200","58.952991483357934","2.4362311314223075","1584064800","163.67086894215396","0.6176288836823686","0.5631687377934809","Stablecoins","Payments","315439451.09","0.9962132191923354","-1.324205747664908","314244951.0306321"
"UnlimitedIP","UIP","-56.99440281183426","120.70839850799561","1564383600","96.29945120341367","27.023018880942075","1609257600","127.8092870002885","1.1128135413727829","1.78478158605196","Content Creation and Distribution","Media and Entertainment","1334112917.6535177","0.004136288980206036","11.426906748499208","5518276.559640768"
"Dai","DAI","0.14053470192046336","0.04401685212729576","1564707600","26.853843453911185","1.3671258302818794","1611601200","28.545163511984974","0.017884078170199557","0.01879190923737374","Stablecoins","Payments","5354013384.848363","1.0000403679216747","-0.08372350467458695","5355558096.772459"
"GeoCoin","GEO","-73.06345322274976","37.74082413316127","1515114000","98.80585692489888","83.74205912598217","1584068400","304.6831992803043","0.8295710650518698","1.2939375762773055","","","3180551.130099","0.25289545046539585","","804346.9107746105"
"Portal","PORTAL","-41.81620790804252","165.5342350628713","1552183200","94.55025471353488","18.349481442436975","1609452000","200.32396073535915","1.9511546271396059","2.109794522913733","","","","0.0011403109168043617","3.748789619851442",""
"OneLedger","OLT","-69.34145906330474","34.62662383744466","1617958800","84.52077397137145","6.460271322031982","1626818400","14.112134096976913","1.389866381441484","2.124730556640793","Interoperability","Infrastructure","454443187.7146668","0.005890083610609517","8.96633200773647","2676708.371911303"
"Elastos","ELA","-73.7559372082728","37.39184298600263","1519434000","97.81631572038357","45.79416582032868","1584061200","132.67821796117764","1.7015947846250727","2.0459326950624863","Data Management","Infrastructure","19379231.22547713","2.026796344562252","3.6829130865917548","39341439.73904288"
"Dragon Coins","DRG","0","7.559170181800921","1536843600","92.3751053569405","13.114935311404476","1589180400","118.9957221542181","","","","","348657484.0176098","","",""
"LBRY Credits","LBC","-85.02861695211641","-79.62595786927496","1468454400","98.90639608938673","91.44078494006325","1571061600","278.5649262394004","2.2899257335234995","2.304041087727162","Content Creation and Distribution","Media and Entertainment","521054806.7903623","0.02505419795918144","8.777964270240224","13054610.276908774"
"PAX Gold","PAXG","0.7217527627321806","-6.903652640655018","1621274400","17.31572909266453","1.2094198679222838","1621425600","9.666731903124637","0.09276830925870663","0.16888786365413272","","","60161","1807.1647732588376","-0.25537316485123557","108747354.41477758"
"ReddCoin","RDD","-84.9774246093925","8.466125875787368","1515322800","96.00834938614057","25.05229281660811","1584352800","215.00766287946132","2.751304290613551","2.304171270070336","Currencies","Payments","28808713173.7886","0.0012673393789536503","41.442487462456626","36582355.13078544"
"Beam","BEAM","-74.03822170212457","37.59172613100717","1618351200","80.74735105244258","5.194090448145161","1626786000","6.932971676879735","1.3081009159467096","1.8279445087187705","Currencies","Payments","92758960","0.3745841166298534","3.225346346781249","34745340.44152532"
"Egretia","EGT","-76.4049618667085","108.2852769529648","1562724000","98.69044846735932","76.36201975064847","1584061200","125.35545107914655","1.4219301165397487","1.8049992852599712","Application Development","Infrastructure","4218701581.8676558","0.001214754887578279","9.073679585021667","5125362.089278526"
"USDK","USDK","-22.115044247787605","-13.119447186574524","","","","","","0","4.613883850694912","","","28600072","","",""
"Bitwires","BKBT","-58.62308520399594","19.926856122053003","1620568800","76.26021712560147","4.2123384417235785","1626800400","15.3084943367668","1.4109560442876636","1.6004377044697953","Social Media","Infrastructure","","0.0005758497212782268","2.733300664831683",""
"Global Social Chain","GSC","-34.026454118356206","88.17260899045766","1526551200","97.70874778845373","43.64425683740621","1584061200","175.66519408691397","1.2624850669790697","3.0227257887099594","","","584249230.26506","0.0056831446027593244","2.3989505190789595","3320372.859647165"
"Stably Dollar","USDS","-0.33210266192480437","-0.11792454418417611","1586444400","51.78393244244989","2.0739974258713905","1601740800","84.47901485196708","0.15669684693475636","0.6020131105076083","Stablecoins","Payments","488761.039648","0.9837976829918388","","480841.9783423846"
"AppCoins","APPC","-80.0275203768029","73.50295231191052","1515765600","98.51020295245401","67.12323679572421","1584352800","203.67410473683125","1.2632040266753157","1.7270110930065863","Payment Platforms","Payments","244978416.9952629","0.04658306233988354","6.107527877737979","11449241.829217218"
"STK","STK","-66.20986106976817","160.46235932478666","1518022800","99.16353883003246","119.55127576798378","1609747200","203.69038549050268","1.1126575936761758","2.3474429213063095","","","343971371.9709","0.0020826841167138717","-0.24060548457141784","716383.7130080725"
"ProxyNode","PRX","14.416358722992229","-35.58306434978872","1519279200","92.5239473199237","13.37604271656624","1571853600","332.8485558873257","0","2.39543434250696","","","185153151.21555993","","",""
"Hydro Protocol","HOT","-61.44739469873303","133.32405218355242","1518836400","94.52929962466119","18.279195192408377","1584061200","744.232884853315","2.931883084715237","2.305807104375231","Decentralized Exchanges","Financial","702000000","0.007543581797812853","-9.95069065054446","5295594.422064623"
"Crown","CRW","-61.27982461161383","-20.46967077591841","1515474000","98.869358992413","88.44540338530418","1592114400","165.56765686631078","1.4582477087314503","1.3902771878490028","","","27648358.33542473","0.061571355554263525","","1702346.9015621217"
"FLO","FLO","-70.50050934044442","85.07703921981319","1515625200","94.17390752438783","17.16416284475341","1610391600","121.53191957853859","1.3383095341881686","1.787268676401301","Application Development","Infrastructure","152351008.348","0.022849968350991266","","3481215.718993406"
"Komodo","KMD","-72.28641694821602","25.10540690224397","1513839600","95.9323504443249","24.584222075002018","1584061200","189.39327170030174","1.923233363305243","1.9198585559024188","Interoperability","Infrastructure","126858534.21076","0.6239641089736743","2.7699464122089346","78998335.41364828"
"Quantstamp","QSP","-59.901734264105244","-0.5702092676678144","1515387600","96.62267680692922","29.609248000063698","1584061200","535.6355124132672","1.1524776278915687","1.5921269120216253","Security","Services","713801946.7046682","0.027645541848587803","6.839245195496711","19733441.589227345"
"Digix Gold Token","DGX","-9.980816184164642","15.252534274103505","1535608800","84.16368077883621","6.314598651583079","1599278400","166.75452196382426","0","1.6265151037150845","Tokenization","Financial","74655.61006858","","",""
"Factom","FCT","-36.28679581576514","39.11171930603182","1515337200","98.30086387260131","58.85343639482078","1604145600","83.45474396312879","1.22447343493374","1.5682505231675232","Enterprise and BaaS","Infrastructure","9834141.69034592","1.3564097324371727","14.424183227833778","13339125.498951355"
"Swipe","SXP","-55.64781444841381","112.7115234527821","1620061200","73.84095365704182","3.822769327633353","1626829200","9.657177181524073","1.1338347445543704","1.9219908265527748","Payment Platforms","Financial","106981302","1.5063103485115925","3.823903377222925","161302198.26683077"
"HelloGold","HGT","-64.02361301037193","10.425225196024025","1516500000","99.8778493835294","818.6614434653167","1529024400","4359.88955372288","1.822078978418073","2.9369804990629937","","","263034654.05084303","0.0006892487545338425","","181296.30770378368"
